member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,baseline_depletion_cfs,baseline_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
gen=28_member=4698_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,19.62453592,19.62453473077234,98.23706393077234,0.948853,1.1351348025927213,7.464865197407279,0.9488534751048376,7.651146524895162,0.18628132748788362,-0.18628132748788317,0.18628132748788317,0.18628132748788317
gen=45_member=7580_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.961856680385489,6.63814331961451,1.692796757945654,6.907203242054345,0.2690599224398351,-0.2690599224398351,0.2690599224398351,0.2690599224398351
gen=37_member=6318_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.3585092,36.35850397821222,114.9710331782122,3.89263,4.334930993787147,4.265069006212853,3.8926304214774334,4.707369578522565,0.4423005723097133,-0.442300572309712,0.442300572309712,0.442300572309712
gen=39_member=6634_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,37.24659,37.24656995207669,115.8590991520767,4.3792,4.852612907282675,3.747387092717324,4.379201393789328,4.220798606210672,0.473411513493347,-0.4734115134933483,0.4734115134933483,0.4734115134933483
gen=46_member=7788_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.533256,32.533172613400616,111.1457018134006,2.35444,2.6855913681741024,5.914408631825897,2.354441589637516,6.245558410362484,0.3311497785365862,-0.3311497785365871,0.3311497785365871,0.3311497785365871
gen=46_member=7881_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.6181129948408517,6.981887005159148,1.376534935137965,7.223465064862035,0.2415780597028867,-0.2415780597028867,0.2415780597028867,0.2415780597028867
gen=27_member=4566_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.2026964,34.20265674649548,112.8151859464955,2.87573,3.2564126951267944,5.343587304873205,2.87572560211735,5.72427439788265,0.3806870930094446,-0.3806870930094446,0.3806870930094446,0.3806870930094446
gen=39_member=6698_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.52026,33.52015097310551,112.13268017310553,2.6497,3.0062863368356703,5.59371366316433,2.6497013934446474,5.950298606555352,0.35658494339102287,-0.356584943391022,0.356584943391022,0.356584943391022
gen=41_member=6986_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.7676436,35.767651554973604,114.3801807549736,3.58673,4.017028298076984,4.582971701923015,3.586730385344672,5.013269614655328,0.4302979127323123,-0.4302979127323123,0.4302979127323123,0.4302979127323123
gen=41_member=6973_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.696001171393561,4.903998828606439,3.283884959892168,5.316115040107832,0.412116211501393,-0.41211621150139255,0.41211621150139255,0.41211621150139255
gen=27_member=4568_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.5586552,32.558684654753776,111.17121385475376,2.37042,2.700854066251324,5.899145933748676,2.370423148131909,6.2295768518680905,0.33043091811941494,-0.33043091811941494,0.33043091811941494,0.33043091811941494
gen=37_member=6357_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.625718,32.62572860768373,111.23825780768374,2.3887,2.723316839437755,5.876683160562244,2.388702197214058,6.211297802785942,0.3346146422236971,-0.3346146422236975,0.3346146422236975,0.3346146422236975
gen=47_member=8006_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.7613316,36.761407828424296,115.37393702842432,4.09604,4.549802400546846,4.050197599453154,4.096041808260816,4.503958191739184,0.45376059228602994,-0.45376059228603083,0.45376059228603083,0.45376059228603083
gen=41_member=6898_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,31.489438,31.489447863162184,110.10197706316218,2.11934,2.431548615247152,6.168451384752848,2.119335855423188,6.480664144576812,0.31221275982396435,-0.31221275982396346,0.31221275982396346,0.31221275982396346
gen=39_member=6668_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.933108399999995,33.933030846740984,112.545560046741,2.77099,3.1384995312328643,5.461500468767135,2.7709912319006165,5.829008768099383,0.3675082993322478,-0.3675082993322478,0.3675082993322478,0.3675082993322478
gen=48_member=8200_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.8907028,34.89080581472363,113.50333501472365,3.16725,3.570093957227406,5.029906042772593,3.1672458805732453,5.432754119426754,0.4028480766541609,-0.4028480766541609,0.4028480766541609,0.4028480766541609
gen=32_member=5452_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.8474796,34.84753054005696,113.46005974005696,3.14182,3.541253303236381,5.0587466967636185,3.141817552171591,5.458182447828408,0.3994357510647899,-0.39943575106478946,0.39943575106478946,0.39943575106478946
gen=44_member=7522_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.1631116,33.16311565476033,111.77564485476032,2.53937,2.8854734643756674,5.714526535624332,2.539368247581174,6.060631752418826,0.3461052167944936,-0.346105216794494,0.346105216794494,0.346105216794494
gen=45_member=7699_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,25.6714616,25.671464649350018,104.28399384935004,1.28466,1.509899223597449,7.090100776402551,1.2846600959013812,7.315339904098618,0.2252391276960679,-0.22523912769606724,0.22523912769606724,0.22523912769606724
gen=38_member=6478_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.2785976,35.27857906393331,113.8911082639333,3.35376,3.7707977342378327,4.829202265762167,3.3537617018742854,5.246238298125714,0.41703603236354736,-0.4170360323635469,0.4170360323635469,0.4170360323635469
gen=48_member=8105_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.5527908,36.55273076856624,115.16525996856625,3.9902,4.438958306310952,4.161041693689048,3.9901981205782486,4.609801879421751,0.4487601857327035,-0.44876018573270215,0.44876018573270215,0.44876018573270215
gen=47_member=7995_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.4975364,36.49744644974915,115.10997564974916,3.97511,4.4276109320037085,4.172389067996291,3.975106482748441,4.624893517251559,0.45250444925526745,-0.4525044492552679,0.4525044492552679,0.4525044492552679
gen=38_member=6507_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.2430988,36.243072285057984,114.855601485058,3.82686,4.266181405118223,4.333818594881777,3.826857056498032,4.773142943501968,0.439324348620191,-0.43932434862019143,0.43932434862019143,0.43932434862019143
gen=47_member=8017_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,26.3334004,26.33332130996634,104.94585050996632,1.31111,1.5430413635716358,7.056958636428364,1.3111126222085394,7.28888737779146,0.23192874136309638,-0.23192874136309616,0.23192874136309616,0.23192874136309616
gen=28_member=4806_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.335338,36.335363024535646,114.94789222453564,3.87574,4.317136874973535,4.282863125026465,3.87573591840834,4.7242640815916594,0.44140095656519485,-0.44140095656519485,0.44140095656519485,0.44140095656519485
gen=33_member=5559_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.1440244,32.1440689013816,110.7565981013816,2.27771,2.603917306570769,5.996082693429231,2.27770616129014,6.322293838709859,0.32621114528062867,-0.3262111452806282,0.3262111452806282,0.3262111452806282
gen=28_member=4728_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,25.063886,25.063855919912235,103.67638511991224,1.21593,1.439042608451673,7.160957391548327,1.215931183468382,7.3840688165316175,0.22311142498329106,-0.22311142498329062,0.22311142498329062,0.22311142498329062
gen=30_member=4999_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.9879172,33.98794532305361,112.60047452305362,2.78942,3.1634422652879497,5.43655773471205,2.7894244899895115,5.810575510010488,0.37401777529843816,-0.37401777529843816,0.37401777529843816,0.37401777529843816
gen=47_member=7949_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,31.0690144,31.06896850977157,109.68149770977158,1.99378,2.2938111638552385,6.306188836144761,1.9937752885784716,6.606224711421528,0.3000358752767669,-0.3000358752767669,0.3000358752767669,0.3000358752767669
gen=37_member=6216_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.7610332,34.76111558406628,113.37364478406629,3.104,3.498768480776784,5.101231519223216,3.1039998368234114,5.496000163176588,0.3947686439533724,-0.3947686439533724,0.3947686439533724,0.3947686439533724
gen=35_member=5892_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.624976,33.6250096550061,112.23753885500612,2.6693,3.027766828603016,5.572233171396984,2.669301284000799,5.930698715999201,0.35846554460221736,-0.35846554460221647,0.35846554460221647,0.35846554460221647
gen=47_member=7933_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,26.4996092,26.49956968298791,105.11209888298792,1.3367,1.5707562611717725,7.029243738828227,1.336698211855586,7.263301788144414,0.23405804931618657,-0.2340580493161868,0.2340580493161868,0.2340580493161868
gen=42_member=7127_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.1831636,33.183068642146345,111.79559784214636,2.56094,2.909181399022393,5.690818600977607,2.5609438201383607,6.039056179861639,0.3482375788840324,-0.3482375788840315,0.3482375788840315,0.3482375788840315
gen=46_member=7815_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.2096748,30.209600453547942,108.82212965354798,1.82093,2.102681898633416,6.497318101366584,1.8209316870333607,6.779068312966639,0.2817502116000554,-0.28175021160005453,0.28175021160005453,0.28175021160005453
gen=41_member=6988_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,27.9351096,27.935094147883344,106.54762334788336,1.48478,1.7367102959980003,6.863289704001999,1.4847806569614803,7.115219343038519,0.25192963903652,-0.2519296390365202,0.2519296390365202,0.2519296390365202
gen=39_member=6630_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.2866164,32.28667995166453,110.89920915166454,2.28023,2.6026319409957805,5.997368059004219,2.280231493565503,6.319768506434497,0.32240044743027774,-0.32240044743027774,0.32240044743027774,0.32240044743027774
gen=46_member=7750_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.3573932,33.35737322320111,111.9699024232011,2.61481,2.9731866665923805,5.626813333407619,2.6148133674398326,5.985186632560167,0.3583732991525479,-0.35837329915254745,0.35837329915254745,0.35837329915254745
gen=47_member=8066_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.1452896,36.14526258672567,114.75779178672568,3.76811,4.204656817272168,4.395343182727832,3.7681126270390246,4.831887372960975,0.4365441902331435,-0.4365441902331426,0.4365441902331426,0.4365441902331426
gen=49_member=8375_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.014504,33.01442462041577,111.62695382041578,2.48535,2.826547746179579,5.7734522538204205,2.4853491554079423,6.114650844592058,0.34119859077163683,-0.3411985907716373,0.3411985907716373,0.3411985907716373
gen=48_member=8129_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.6334444,36.63353389800296,115.24606309800296,4.0627,4.514468350868346,4.085531649131654,4.06270361545497,4.53729638454503,0.45176473541337625,-0.45176473541337625,0.45176473541337625,0.45176473541337625
gen=39_member=6585_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.7828676,34.78292178056862,113.3954509805686,3.109,3.503417828906488,5.096582171093512,3.109000659648074,5.490999340351926,0.3944171692584142,-0.3944171692584133,0.3944171692584133,0.3944171692584133
gen=47_member=8011_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.1213008,35.12122980345115,113.73375900345114,3.26403,3.673671513463657,4.926328486536343,3.2640326550202103,5.335967344979789,0.4096388584434467,-0.4096388584434463,0.4096388584434463,0.4096388584434463
gen=40_member=6726_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,31.2425756,31.242517549639818,109.85504674963984,2.03707,2.341449278136234,6.258550721863766,2.037067297747835,6.562932702252165,0.30438198038839914,-0.30438198038839914,0.30438198038839914,0.30438198038839914
gen=44_member=7543_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.1870268,35.18705597340057,113.79958517340056,3.29833,3.711253437594799,4.888746562405201,3.298334361468742,5.301665638531258,0.41291907612605705,-0.41291907612605705,0.41291907612605705,0.41291907612605705
gen=43_member=7287_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.646587600000004,33.64656535247972,112.25909455247972,2.68124,3.0403942801433272,5.559605719856672,2.6812389897553146,5.918761010244685,0.35915529038801264,-0.35915529038801264,0.35915529038801264,0.35915529038801264
gen=41_member=6982_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.2787468,36.278668778733376,114.8911979787334,3.84028,4.282011127533411,4.3179888724665885,3.840282054968746,4.759717945031253,0.441729072564665,-0.4417290725646641,0.4417290725646641,0.4417290725646641
gen=33_member=5577_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.0012852,34.00137781832889,112.6139070183289,2.80281,3.181023286473298,5.4189767135267015,2.802809316052238,5.797190683947761,0.3782139704210601,-0.37821397042105964,0.37821397042105964,0.37821397042105964
gen=48_member=8183_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.7057788,34.70587203703935,113.31840123703935,3.0773,3.468281895743139,5.13171810425686,3.077297589094499,5.5227024109055005,0.3909843066486398,-0.39098430664864026,0.39098430664864026,0.39098430664864026
gen=48_member=8234_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,23.7818948,23.781937390842728,102.39446659084273,1.1268,1.33624834106005,7.26375165893995,1.1267995679231435,7.473200432076856,0.20944877313690657,-0.20944877313690657,0.20944877313690657,0.20944877313690657
gen=42_member=7080_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.2182188,35.21819334968434,113.83072254968432,3.313,3.727024485472276,4.872975514527724,3.312997349575764,5.287002650424236,0.41402713589651174,-0.41402713589651174,0.41402713589651174,0.41402713589651174
gen=47_member=8007_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.1347424,34.13470291303967,112.74723211303969,2.85212,3.2343337837068624,5.365666216293137,2.8521192952616707,5.7478807047383285,0.3822144884451917,-0.38221448844519124,0.38221448844519124,0.38221448844519124
gen=35_member=5961_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.8771876,36.87726444522587,115.48979364522586,4.16397,4.622912734184643,3.977087265815357,4.163974337028345,4.436025662971654,0.4589383971562979,-0.4589383971562975,0.4589383971562975,0.4589383971562975
gen=31_member=5281_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.1156552,33.11569694121411,111.72822614121412,2.52766,2.873079381861188,5.726920618138811,2.527655550535176,6.072344449464824,0.3454238313260123,-0.34542383132601273,0.34542383132601273,0.34542383132601273
gen=44_member=7417_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,28.0400484,28.04007293817745,106.65260213817746,1.50233,1.7535921131435626,6.846407886856437,1.5023341028356043,7.097665897164395,0.25125801030795825,-0.251258010307958,0.251258010307958,0.251258010307958
gen=32_member=5429_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.2145804,36.21459753522952,114.82712673522953,3.8078,4.24737949988344,4.35262050011656,3.807797140389488,4.792202859610511,0.4395823594939521,-0.43958235949395164,0.43958235949395164,0.43958235949395164
gen=37_member=6347_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.6629276,35.66303769617801,114.275566896178,3.52921,3.955463636678844,4.644536363321155,3.5292051773858613,5.070794822614138,0.42625845929298256,-0.426258459292983,0.426258459292983,0.426258459292983
gen=42_member=7094_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.7239728,32.72396444274264,111.33649364274264,2.40462,2.7381507469573374,5.861849253042662,2.404624081507928,6.195375918492072,0.33352666544940934,-0.33352666544941023,0.33352666544941023,0.33352666544941023
gen=45_member=7577_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.348481199999995,33.348578128286576,111.96110732828656,2.59343,2.9445630837286,5.6554369162714,2.593432230219679,6.006567769780321,0.35113085350892126,-0.3511308535089208,0.3511308535089208,0.3511308535089208
gen=38_member=6402_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.5117916,30.51186014513365,109.12438934513364,1.8927,2.182597965085364,6.417402034914636,1.8927029265017543,6.707297073498245,0.28989503858360965,-0.28989503858360965,0.28989503858360965,0.28989503858360965
gen=31_member=5196_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,37.154128,37.154036317385696,115.76656551738569,4.37901,4.851339478835665,3.748660521164335,4.3790099839992,4.220990016000799,0.47232949483646447,-0.47232949483646447,0.47232949483646447,0.47232949483646447
gen=41_member=6995_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,33.0581728,33.05810757863159,111.6706367786316,2.50823,2.8514272344259464,5.748572765574053,2.5082290688344937,6.091770931165506,0.34319816559145266,-0.34319816559145266,0.34319816559145266,0.34319816559145266
gen=39_member=6611_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.8961992,35.89623286365389,114.5087620636539,3.66312,4.093757626504282,4.506242373495717,3.663118269814579,4.936881730185421,0.4306393566897033,-0.43063935668970377,0.43063935668970377,0.43063935668970377
gen=49_member=8310_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.436708,30.43676948862573,109.04929868862573,1.88142,2.1715045459106994,6.4284954540893,1.8814224001312525,6.718577599868747,0.2900821457794469,-0.29008214577944713,0.29008214577944713,0.29008214577944713
gen=41_member=6917_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.7027312,30.7026693264571,109.3151985264571,1.93448,2.227804310404712,6.372195689595287,1.9344802970633983,6.665519702936601,0.29332401334131375,-0.29332401334131397,0.29332401334131397,0.29332401334131397
gen=42_member=7156_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.610492,30.610510708305725,109.22303990830572,1.91823,2.21084296882497,6.38915703117503,1.9182267449739132,6.681773255026086,0.2926162238510568,-0.29261622385105657,0.29261622385105657,0.29261622385105657
gen=29_member=4898_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.9271684,35.92717187396659,114.5397010739666,3.68037,4.119136945692724,4.480863054307275,3.680374002125098,4.919625997874902,0.43876294356762635,-0.43876294356762635,0.43876294356762635,0.43876294356762635
gen=47_member=7961_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.81844,32.81846706326812,111.43099626326811,2.42627,2.762469665757397,5.837530334242603,2.4262709560882163,6.173729043911783,0.33619870966918075,-0.33619870966918075,0.33619870966918075,0.33619870966918075
gen=31_member=5213_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.374698,34.37459988167344,112.98712908167344,2.94698,3.325745324434476,5.274254675565524,2.9469766581836145,5.653023341816385,0.3787686662508616,-0.3787686662508607,0.3787686662508607,0.3787686662508607
gen=33_member=5529_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,18.32982284,18.32982475749499,96.94235395749496,0.902294,1.0746370521432749,7.525362947856725,0.9022937938185508,7.697706206181449,0.17234325832472408,-0.17234325832472397,0.17234325832472397,0.17234325832472397
gen=41_member=6902_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,29.6283896,29.628353465378915,108.24088266537892,1.72975,2.0035121729516217,6.596487827048378,1.7297505883192237,6.870249411680776,0.27376158463239797,-0.27376158463239797,0.27376158463239797,0.27376158463239797
gen=43_member=7373_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.5668232,30.566917442941545,109.17944664294156,1.90841,2.2001125521916847,6.3998874478083145,1.908406212310852,6.691593787689148,0.2917063398808326,-0.2917063398808333,0.2917063398808333,0.2917063398808333
gen=43_member=7354_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.3656388,36.365559376347385,114.9780885763474,3.91205,4.357027837159136,4.242972162840863,3.912045083841329,4.68795491615867,0.44498275331780723,-0.4449827533178068,0.4449827533178068,0.4449827533178068
gen=48_member=8255_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,18.69207336,18.692080334260165,97.30460953426017,0.907206,1.081196534033575,7.518803465966425,0.9072063929299552,7.692793607070044,0.17399014110361977,-0.17399014110361932,0.17399014110361932,0.17399014110361932
gen=38_member=6443_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,31.6712428,31.67115470758055,110.28368390758054,2.14746,2.460170221050945,6.139829778949055,2.1474636576256336,6.452536342374366,0.3127065634253112,-0.31270656342531034,0.31270656342531034,0.31270656342531034
gen=47_member=7988_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.769794,30.769795007202468,109.38232420720249,1.94462,2.2396304771057864,6.360369522894214,1.9446224455793009,6.655377554420699,0.2950080315264856,-0.2950080315264856,0.2950080315264856,0.2950080315264856
gen=37_member=6360_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,28.05609,28.056013799679008,106.668542999679,1.51193,1.7662400649196413,6.833759935080359,1.5119307530994452,7.088069246900554,0.254309311820196,-0.25430931182019556,0.25430931182019556,0.25430931182019556
gen=48_member=8171_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.994082,34.99403631605541,113.60656551605544,3.20978,3.615809671127377,4.984190328872623,3.2097832134087616,5.390216786591238,0.40602645771861523,-0.4060264577186148,0.4060264577186148,0.4060264577186148
gen=45_member=7732_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,28.232102,28.232171596528566,106.84470079652856,1.52704,1.780301566021874,6.819698433978125,1.5270430343618209,7.072956965638179,0.2532585316600531,-0.2532585316600535,0.2532585316600535,0.2532585316600535
gen=35_member=5956_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.0774828,34.07740547464268,112.6899346746427,2.82984,3.2118595956316245,5.388140404368375,2.8298424505292394,5.77015754947076,0.38201714510238505,-0.3820171451023846,0.3820171451023846,0.3820171451023846
gen=45_member=7623_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,26.867897600000003,26.86788661943628,105.48041581943627,1.35875,1.5971269007165525,7.002873099283447,1.3587454728667916,7.241254527133208,0.2383814278497609,-0.23838142784976046,0.23838142784976046,0.23838142784976046
gen=34_member=5765_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,30.9233032,30.92338623359191,109.5359154335919,1.98173,2.2798529652238564,6.320147034776143,1.9817261402621529,6.618273859737847,0.2981268249617035,-0.2981268249617042,0.2981268249617042,0.2981268249617042
gen=38_member=6501_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.647634947057732,5.952365052942268,2.3204104251195217,6.279589574880478,0.32722452193821017,-0.32722452193821017,0.32722452193821017,0.32722452193821017
gen=48_member=8203_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,32.4539392,32.453841272609736,111.06637047260976,2.33521,2.663416187933128,5.936583812066871,2.335212797343845,6.264787202656155,0.32820339058928294,-0.3282033905892838,0.3282033905892838,0.3282033905892838
gen=47_member=7974_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.0424296,35.04236881028093,113.65489801028092,3.23167,3.639892355718956,4.9601076442810434,3.231672181574875,5.368327818425125,0.4082201741440814,-0.4082201741440814,0.4082201741440814,0.4082201741440814
gen=42_member=7123_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,34.3967552,34.396745119239434,113.00927431923942,2.95964,3.3362027161114227,5.263797283888577,2.959639070757825,5.640360929242174,0.37656364535359765,-0.3765636453535972,0.3765636453535972,0.3765636453535972
gen=30_member=5110_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,36.3952712,36.39534938259375,115.00787858259372,3.93251,4.37749130721022,4.22250869278978,3.932509378217297,4.667490621782703,0.4449819289929229,-0.4449819289929229,0.4449819289929229,0.4449819289929229
gen=40_member=6879_pso,50,Thigh_Slow,"T +10%, S -10%",1.1,0.9,1870.0,0.108,1700.0,0.12,35.52546,35.52547804840835,114.13800724840836,3.47595,3.901697492429603,4.698302507570396,3.475950463907369,5.124049536092631,0.4257470285222338,-0.42574702852223467,0.42574702852223467,0.42574702852223467
