member,member_label,pumping_objective_reeval_cfs,expected_shortfall_cfs,probability_below_threshold,risk_aversion,risk_adjusted_score
gen=46_member=7810_pso,gen=46_member=7810_pso,34.57406416730866,0.43370396139116285,0.9704185634740223,0.5,34.35721218661308
gen=47_member=7945_pso,gen=47_member=7945_pso,34.610460392456865,0.4449629182122587,0.9704185634740223,0.5,34.38797893335074
gen=38_member=6529_pso,gen=38_member=6529_pso,34.611036113818564,0.45111395830197665,0.9704185634740223,0.5,34.38547913466758
gen=46_member=7897_pso,gen=46_member=7897_pso,34.66001472979494,0.464038402923086,0.9704185634740223,0.5,34.4279955283334
gen=48_member=8233_pso,gen=48_member=8233_pso,34.67641402474263,0.47208321656074026,0.9704185634740223,0.5,34.44037241646226
gen=35_member=5994_pso,gen=35_member=5994_pso,34.68326987798987,0.48553894551316584,0.9704185634740223,0.5,34.44050040523329
gen=48_member=8183_pso,gen=48_member=8183_pso,34.70587203703935,0.4865088423978248,0.9704185634740223,0.5,34.462617615840436
gen=37_member=6216_pso,gen=37_member=6216_pso,34.76111558406628,0.5126203802660781,0.9704185634740223,0.5,34.504805393933246
gen=39_member=6585_pso,gen=39_member=6585_pso,34.78292178056862,0.5174539184305531,0.9704185634740223,0.5,34.52419482135335
gen=50_member=8555_pso,gen=50_member=8555_pso,34.798261721440575,0.5309850534984736,0.9837247733650359,0.5,34.53276919469134
gen=32_member=5452_pso,gen=32_member=5452_pso,34.84753054005696,0.5497281016067755,0.9837247733650359,0.5,34.57266648925357
gen=48_member=8200_pso,gen=48_member=8200_pso,34.89080581472363,0.574683889651351,0.9837247733650359,0.5,34.60346386989795
gen=42_member=7215_pso,gen=42_member=7215_pso,34.92253563470857,0.5831906672652004,0.9837247733650359,0.5,34.63094030107597
gen=40_member=6799_pso,gen=40_member=6799_pso,34.952751930942966,0.597076423979644,0.9970309832560496,0.5,34.654213718953145
gen=43_member=7329_pso,gen=43_member=7329_pso,34.981147257172495,0.6038433808841323,0.9970309832560496,0.5,34.67922556673043
gen=48_member=8171_pso,gen=48_member=8171_pso,34.99403631605541,0.6169035361452371,0.9970309832560496,0.5,34.68558454798279
gen=44_member=7508_pso,gen=44_member=7508_pso,35.030748929325185,0.6283950970258441,0.9970309832560496,0.5,34.71655138081226
gen=47_member=7974_pso,gen=47_member=7974_pso,35.04236881028093,0.638706342322283,0.9970309832560496,0.5,34.72301563911979
gen=38_member=6471_pso,gen=38_member=6471_pso,35.06049322067706,0.6512074891052358,0.9970309832560496,0.5,34.734889476124444
gen=48_member=8165_pso,gen=48_member=8165_pso,35.08459194378328,0.654098949060456,0.9970309832560496,0.5,34.75754246925305
gen=38_member=6398_pso,gen=38_member=6398_pso,35.09741973001883,0.6614174721002551,0.9970309832560496,0.5,34.7667109939687
gen=47_member=8011_pso,gen=47_member=8011_pso,35.12122980345115,0.6709240768376542,0.9970309832560496,0.5,34.785767765032325
gen=41_member=6973_pso,gen=41_member=6973_pso,35.15947657236159,0.6906791128549288,0.9970309832560496,0.5,34.81413701593413
gen=50_member=8464_pso,gen=50_member=8464_pso,35.16929619734085,0.694209535941686,0.9970309832560496,0.5,34.82219142937001
gen=44_member=7543_pso,gen=44_member=7543_pso,35.18705597340057,0.7050730786151116,0.9970309832560496,0.5,34.83451943409301
gen=42_member=7080_pso,gen=42_member=7080_pso,35.21819334968434,0.7196860917239476,0.9970309832560496,0.5,34.85835030382237
gen=37_member=6224_pso,gen=37_member=6224_pso,35.24434680969291,0.7328860661340794,0.9970309832560496,0.5,34.877903776625864
gen=46_member=7783_pso,gen=46_member=7783_pso,35.250884894283324,0.7416360139936605,0.9970309832560496,0.5,34.880066887286496
gen=29_member=4851_pso,gen=29_member=4851_pso,35.264277472776136,0.7464374625027315,0.9970309832560496,0.5,34.89105874152477
gen=45_member=7589_pso,gen=45_member=7589_pso,35.264548182297666,0.7483020574680946,0.9970309832560496,0.5,34.89039715356362
gen=50_member=8579_pso,gen=50_member=8579_pso,35.267503555717184,0.748525756294832,0.9970309832560496,0.5,34.893240677569764
gen=38_member=6478_pso,gen=38_member=6478_pso,35.27857906393331,0.7603005347094872,0.9970309832560496,0.5,34.898428796578564
gen=34_member=5714_pso,gen=34_member=5714_pso,35.289422752427136,0.7815089080183939,1.0,0.5,34.89866829841794
gen=42_member=7200_pso,gen=42_member=7200_pso,35.33222140569574,0.7816768756545648,1.0,0.5,34.941382967868456
gen=50_member=8572_pso,gen=50_member=8572_pso,35.38077037906462,0.7960798667354897,1.0,0.5,34.98273044569687
gen=28_member=4720_pso,gen=28_member=4720_pso,35.38488870745046,0.8044179788091749,1.0,0.5,34.98267971804587
gen=32_member=5467_pso,gen=32_member=5467_pso,35.42529510560696,0.8157141746743537,1.0,0.5,35.017438018269786
gen=50_member=8550_pso,gen=50_member=8550_pso,35.43550778076299,0.8173744529289099,1.0,0.5,35.02682055429853
gen=31_member=5214_pso,gen=31_member=5214_pso,35.44276706150495,0.8290013143786518,1.0,0.5,35.02826640431562
gen=44_member=7456_pso,gen=44_member=7456_pso,35.454985598383615,0.8375901733253697,1.0,0.5,35.03619051172093
gen=46_member=7796_pso,gen=46_member=7796_pso,35.46763029885118,0.8446628218418558,1.0,0.5,35.04529888793025
gen=49_member=8363_pso,gen=49_member=8363_pso,35.477807888172215,0.8462867436080006,1.0,0.5,35.05466451636821
gen=50_member=8487_pso,gen=50_member=8487_pso,35.50262187067714,0.8586209054201034,1.0,0.5,35.07331141796709
gen=47_member=7977_pso,gen=47_member=7977_pso,35.50698668092144,0.8618146045146372,1.0,0.5,35.076079378664126
gen=43_member=7295_pso,gen=43_member=7295_pso,35.51686845465705,0.8691747920505072,1.0,0.5,35.0822810586318
gen=40_member=6879_pso,gen=40_member=6879_pso,35.52547804840835,0.8823722764471317,1.0,0.5,35.08429191018479
gen=38_member=6409_pso,gen=38_member=6409_pso,35.558655547749574,0.8917762454360564,1.0,0.5,35.11276742503154
gen=34_member=5724_pso,gen=34_member=5724_pso,35.55966917902097,0.8955089664286547,1.0,0.5,35.11191469580665
gen=38_member=6465_pso,gen=38_member=6465_pso,35.58483752237572,0.9034950918233471,1.0,0.5,35.13308997646405
gen=44_member=7474_pso,gen=44_member=7474_pso,35.60659604089044,0.906505689004323,1.0,0.5,35.15334319638828
gen=45_member=7645_pso,gen=45_member=7645_pso,35.61911037390231,0.9232197812015499,1.0,0.5,35.15750048330153
gen=33_member=5655_pso,gen=33_member=5655_pso,35.630370058555734,0.9236267690730988,1.0,0.5,35.168556674019186
gen=37_member=6347_pso,gen=37_member=6347_pso,35.66303769617801,0.9356464105740584,1.0,0.5,35.19521449089098
gen=41_member=6946_pso,gen=41_member=6946_pso,35.683385394119824,0.9507430548329895,1.0,0.5,35.20801386670333
gen=43_member=7341_pso,gen=43_member=7341_pso,35.69752068422161,0.9541833086782868,1.0,0.5,35.22042902988247
gen=34_member=5786_pso,gen=34_member=5786_pso,35.69845644451818,0.9619743037266733,1.0,0.5,35.21746929265484
gen=48_member=8123_pso,gen=48_member=8123_pso,35.70569359544761,0.9747625363520679,1.0,0.5,35.218312327271576
gen=43_member=7239_pso,gen=43_member=7239_pso,35.72083483075705,0.9752867774591174,1.0,0.5,35.23319144202749
gen=41_member=6986_pso,gen=41_member=6986_pso,35.767651554973604,0.9931164695711563,1.0,0.5,35.27109332018802
gen=42_member=7088_pso,gen=42_member=7088_pso,35.79047148072272,1.009620094226784,1.0,0.5,35.28566143360933
gen=35_member=5978_pso,gen=35_member=5978_pso,35.798046250315835,1.0130868136729625,1.0,0.5,35.29150284347936
gen=41_member=6992_pso,gen=41_member=6992_pso,35.82539989519937,1.0189332203011796,1.0,0.5,35.31593328504878
gen=49_member=8399_pso,gen=49_member=8399_pso,35.85181623963164,1.0326287572884478,1.0,0.5,35.335501860987414
gen=46_member=7820_pso,gen=46_member=7820_pso,35.860377441964175,1.0390528575250626,1.0,0.5,35.34085101320164
gen=43_member=7367_pso,gen=43_member=7367_pso,35.86655852747779,1.0528047639212283,1.0,0.5,35.34015614551718
gen=36_member=6133_pso,gen=36_member=6133_pso,35.87203034437702,1.0601819413644242,1.0,0.5,35.341939373694814
gen=39_member=6611_pso,gen=39_member=6611_pso,35.89623286365389,1.069488610392694,1.0,0.5,35.361488558457545
gen=29_member=4898_pso,gen=29_member=4898_pso,35.92717187396659,1.086550124320093,1.0,0.5,35.383896811806544
gen=36_member=6120_pso,gen=36_member=6120_pso,35.95802982865704,1.0955697080475977,1.0,0.5,35.410244974633244
gen=47_member=8012_pso,gen=47_member=8012_pso,35.984022812402536,1.1074871246263858,1.0,0.5,35.43027925008934
gen=49_member=8311_pso,gen=49_member=8311_pso,36.00733726709178,1.1119473163029459,1.0,0.5,35.451363608940305
gen=36_member=6131_pso,gen=36_member=6131_pso,36.00986073528155,1.114860254789319,1.0,0.5,35.45243060788689
gen=44_member=7539_pso,gen=44_member=7539_pso,36.01086498046887,1.1221285465217674,1.0,0.5,35.449800707207984
gen=48_member=8120_pso,gen=48_member=8120_pso,36.049477181493145,1.1302288609506832,1.0,0.5,35.484362751017805
gen=35_member=6019_pso,gen=35_member=6019_pso,36.06245626130536,1.1367550079248372,1.0,0.5,35.49407875734294
gen=38_member=6490_pso,gen=38_member=6490_pso,36.06985802316135,1.1389099137039058,1.0,0.5,35.500403066309396
gen=47_member=8023_pso,gen=47_member=8023_pso,36.0756878960716,1.1426541613950685,1.0,0.5,35.50436081537406
gen=44_member=7516_pso,gen=44_member=7516_pso,36.10912532430648,1.1601211358335206,1.0,0.5,35.52906475638972
gen=45_member=7737_pso,gen=45_member=7737_pso,36.12613241634489,1.1639140665949375,1.0,0.5,35.54417538304742
gen=34_member=5729_pso,gen=34_member=5729_pso,36.12729970982421,1.16886876134651,1.0,0.5,35.54286532915095
gen=47_member=8066_pso,gen=47_member=8066_pso,36.14526258672567,1.174452696297637,1.0,0.5,35.558036238576854
gen=50_member=8506_pso,gen=50_member=8506_pso,36.17771080932583,1.19722606973862,1.0,0.5,35.57909777445652
gen=32_member=5429_pso,gen=32_member=5429_pso,36.21459753522952,1.214111130382897,1.0,0.5,35.60754197003807
gen=38_member=6507_pso,gen=38_member=6507_pso,36.243072285057984,1.2332688593738652,1.0,0.5,35.62643785537105
gen=41_member=6982_pso,gen=41_member=6982_pso,36.278668778733376,1.24653934730132,1.0,0.5,35.655399105082715
gen=30_member=5151_pso,gen=30_member=5151_pso,36.2973927021264,1.2615815728072004,1.0,0.5,35.6666019157228
gen=42_member=7145_pso,gen=42_member=7145_pso,36.30614392385608,1.2651347297940807,1.0,0.5,35.673576558959034
gen=45_member=7594_pso,gen=45_member=7594_pso,36.31039554746737,1.2670040313182305,1.0,0.5,35.676893531808254
gen=28_member=4806_pso,gen=28_member=4806_pso,36.335363024535646,1.282126595057627,1.0,0.5,35.69429972700683
gen=37_member=6318_pso,gen=37_member=6318_pso,36.35850397821222,1.2990383461720636,1.0,0.5,35.708984805126185
gen=43_member=7354_pso,gen=43_member=7354_pso,36.365559376347385,1.3183804151483685,1.0,0.5,35.7063691687732
gen=41_member=6991_pso,gen=41_member=6991_pso,36.393381324833584,1.3245216571182958,1.0,0.5,35.731120496274436
gen=30_member=5110_pso,gen=30_member=5110_pso,36.39534938259375,1.3388117695054005,1.0,0.5,35.72594349784105
gen=31_member=5217_pso,gen=31_member=5217_pso,36.4522647735805,1.34709702399409,1.0,0.5,35.778716261583455
gen=30_member=5150_pso,gen=30_member=5150_pso,36.47794126781239,1.3615692230579683,1.0,0.5,35.797156656283406
gen=34_member=5808_pso,gen=34_member=5808_pso,36.496093279758526,1.364133251321115,1.0,0.5,35.814026654097965
gen=47_member=7995_pso,gen=47_member=7995_pso,36.49744644974915,1.3812512987511991,1.0,0.5,35.80682080037355
gen=48_member=8105_pso,gen=48_member=8105_pso,36.55273076856624,1.3965627573293924,1.0,0.5,35.854449389901546
gen=46_member=7861_pso,gen=46_member=7861_pso,36.57795625745423,1.413674607415852,1.0,0.5,35.871118953746304
gen=48_member=8218_pso,gen=48_member=8218_pso,36.62363801974855,1.4404392653002682,1.0,0.5,35.90341838709841
gen=48_member=8129_pso,gen=48_member=8129_pso,36.63353389800296,1.4690804433154858,1.0,0.5,35.89899367634521
gen=40_member=6768_pso,gen=40_member=6768_pso,36.65302211816361,1.4696643774183829,1.0,0.5,35.91818992945442
gen=46_member=7822_pso,gen=46_member=7822_pso,36.69936383186918,1.4725125620921224,1.0,0.5,35.96310755082312
gen=36_member=6139_pso,gen=36_member=6139_pso,36.722176673504485,1.4827174503077873,1.0,0.5,35.98081794835059
gen=38_member=6459_pso,gen=38_member=6459_pso,36.73590992805043,1.4855532538412572,1.0,0.5,35.9931333011298
gen=39_member=6590_pso,gen=39_member=6590_pso,36.73640015568762,1.4976145495862783,1.0,0.5,35.98759288089448
gen=47_member=8006_pso,gen=47_member=8006_pso,36.761407828424296,1.502463935859134,1.0,0.5,36.010175860494726
gen=50_member=8584_pso,gen=50_member=8584_pso,36.77633515260383,1.5060851780450528,1.0,0.5,36.0232925635813
gen=42_member=7147_pso,gen=42_member=7147_pso,36.78548226240043,1.5313628621147835,1.0,0.5,36.019800831343034
gen=43_member=7269_pso,gen=43_member=7269_pso,36.83339971387087,1.549758902840956,1.0,0.5,36.05852026245039
gen=35_member=5961_pso,gen=35_member=5961_pso,36.87726444522587,1.5702884510136417,1.0,0.5,36.09212021971905
gen=48_member=8245_pso,gen=48_member=8245_pso,36.87888641911074,1.5772008164940008,1.0,0.5,36.09028601086374
gen=33_member=5661_pso,gen=33_member=5661_pso,36.89173247767671,1.6217029363441786,1.0,0.5,36.08088100950462
gen=48_member=8113_pso,gen=48_member=8113_pso,37.01352492542517,1.6385114446289044,1.0,0.5,36.19426920311072
gen=47_member=7921_pso,gen=47_member=7921_pso,37.029124549782175,1.6770588494164145,1.0,0.5,36.19059512507397
gen=34_member=5833_pso,gen=34_member=5833_pso,37.05546674905064,1.699343898582535,1.0,0.5,36.20579479975937
gen=36_member=6076_pso,gen=36_member=6076_pso,37.07165394641189,1.720365213591481,1.0,0.5,36.21147133961615
gen=35_member=5948_pso,gen=35_member=5948_pso,37.07384621264411,1.7450730077627183,1.0,0.5,36.20130970876276
gen=42_member=7104_pso,gen=42_member=7104_pso,37.1305477391165,1.75816858171079,1.0,0.5,36.251463448261106
gen=31_member=5196_pso,gen=31_member=5196_pso,37.154036317385696,1.7848810441935148,1.0,0.5,36.26159579528894
gen=18_member=3072_pso,gen=18_member=3072_pso,37.15490686727385,1.7849522394520199,1.0,0.5,36.26243074754784
gen=39_member=6634_pso,gen=39_member=6634_pso,37.24656995207669,1.7851169644811595,1.0,0.5,36.35401146983611
gen=47_member=7992_pso,gen=47_member=7992_pso,37.30318347661641,1.8212743227973922,1.0,0.5,36.392546315217714
156,member_156,37.61379239712806,1.8323761423672094,1.0,0.5,36.697604325944454
16,member_016,38.46752870631738,1.8952106582517914,1.0,0.5,37.51992337719149
130,member_130,38.60014577795708,2.096527465404027,1.0,0.5,37.55188204525507
95,member_095,38.90068138512153,2.10731039039125,1.0,0.5,37.847026189925906
152,member_152,39.0854414587126,2.1882412823915085,1.0,0.5,37.99132081751685
gen=36_member=6021_pso,gen=36_member=6021_pso,15.730428646974955,0.0,0.0,1.0,15.730428646974955
gen=35_member=5893_pso,gen=35_member=5893_pso,16.002041893722712,0.0,0.0,1.0,16.002041893722712
gen=41_member=6885_pso,gen=41_member=6885_pso,16.94814371857778,0.0,0.0,1.0,16.94814371857778
gen=42_member=7058_pso,gen=42_member=7058_pso,17.82511697626178,0.0,0.0,1.0,17.82511697626178
gen=29_member=4871_pso,gen=29_member=4871_pso,17.843497187733753,0.0,0.0,1.0,17.843497187733753
gen=33_member=5529_pso,gen=33_member=5529_pso,18.32982475749499,0.0,0.0,1.0,18.32982475749499
gen=48_member=8255_pso,gen=48_member=8255_pso,18.692080334260165,0.0,0.0,1.0,18.692080334260165
gen=34_member=5718_pso,gen=34_member=5718_pso,19.217975104740983,0.0,0.0,1.0,19.217975104740983
gen=28_member=4698_pso,gen=28_member=4698_pso,19.62453473077234,0.0,0.0,1.0,19.62453473077234
gen=45_member=7630_pso,gen=45_member=7630_pso,20.273425248681576,0.0,0.0,1.0,20.273425248681576
gen=33_member=5597_pso,gen=33_member=5597_pso,20.42544700516081,0.0,0.0,1.0,20.42544700516081
gen=37_member=6211_pso,gen=37_member=6211_pso,20.656455308041814,0.0,0.0,1.0,20.656455308041814
gen=50_member=8445_pso,gen=50_member=8445_pso,20.947372107145803,0.0,0.0,1.0,20.947372107145803
gen=35_member=5913_pso,gen=35_member=5913_pso,21.261970620979778,0.0,0.0,1.0,21.261970620979778
gen=34_member=5825_pso,gen=34_member=5825_pso,21.6872977704652,0.0,0.0,1.0,21.6872977704652
gen=44_member=7416_pso,gen=44_member=7416_pso,22.53949283051267,0.0,0.0,1.0,22.53949283051267
gen=39_member=6554_pso,gen=39_member=6554_pso,22.91493475179726,0.0,0.0,1.0,22.91493475179726
gen=42_member=7150_pso,gen=42_member=7150_pso,23.018345966531463,0.0,0.0,1.0,23.018345966531463
gen=44_member=7536_pso,gen=44_member=7536_pso,23.46684587614881,0.0,0.0,1.0,23.46684587614881
gen=48_member=8234_pso,gen=48_member=8234_pso,23.781937390842728,0.0,0.0,1.0,23.781937390842728
gen=47_member=8013_pso,gen=47_member=8013_pso,24.18988587830649,0.0,0.0,1.0,24.18988587830649
gen=48_member=8161_pso,gen=48_member=8161_pso,24.508282368015493,0.0,0.0,1.0,24.508282368015493
gen=39_member=6576_pso,gen=39_member=6576_pso,24.57679423226629,0.0,0.0,1.0,24.57679423226629
gen=28_member=4728_pso,gen=28_member=4728_pso,25.063855919912235,0.0,0.0,1.0,25.063855919912235
gen=37_member=6262_pso,gen=37_member=6262_pso,25.372800727077287,0.0,0.0,1.0,25.372800727077287
gen=48_member=8212_pso,gen=48_member=8212_pso,25.50891213870453,0.0,0.0,1.0,25.50891213870453
gen=45_member=7699_pso,gen=45_member=7699_pso,25.671464649350018,0.0,0.0,1.0,25.671464649350018
gen=32_member=5495_pso,gen=32_member=5495_pso,25.92224315458362,0.0,0.0,1.0,25.92224315458362
gen=43_member=7385_pso,gen=43_member=7385_pso,26.117703630103588,0.0,0.0,1.0,26.117703630103588
gen=47_member=8017_pso,gen=47_member=8017_pso,26.33332130996634,0.0,0.0,1.0,26.33332130996634
gen=47_member=7933_pso,gen=47_member=7933_pso,26.49956968298791,0.0,0.0,1.0,26.49956968298791
gen=36_member=6188_pso,gen=36_member=6188_pso,26.54503702240775,0.0,0.0,1.0,26.54503702240775
gen=45_member=7623_pso,gen=45_member=7623_pso,26.86788661943628,0.0,0.0,1.0,26.86788661943628
gen=43_member=7278_pso,gen=43_member=7278_pso,26.96102909294159,0.0,0.0,1.0,26.96102909294159
gen=34_member=5740_pso,gen=34_member=5740_pso,27.025055498234494,0.0,0.0,1.0,27.025055498234494
gen=46_member=7881_pso,gen=46_member=7881_pso,27.192862415219388,0.0,0.0,1.0,27.192862415219388
gen=50_member=8469_pso,gen=50_member=8469_pso,27.342638190802248,0.0,0.0,1.0,27.342638190802248
gen=41_member=6889_pso,gen=41_member=6889_pso,27.38432060845482,0.0,0.0,1.0,27.38432060845482
gen=40_member=6838_pso,gen=40_member=6838_pso,27.54385585819388,0.0,0.0,1.0,27.54385585819388
gen=47_member=7994_pso,gen=47_member=7994_pso,27.707961235794844,0.0,0.0,1.0,27.707961235794844
gen=46_member=7840_pso,gen=46_member=7840_pso,27.838357196260656,0.0,0.0,1.0,27.838357196260656
gen=32_member=5405_pso,gen=32_member=5405_pso,27.86653650330677,0.0,0.0,1.0,27.86653650330677
gen=41_member=6988_pso,gen=41_member=6988_pso,27.935094147883344,0.0,0.0,1.0,27.935094147883344
gen=44_member=7417_pso,gen=44_member=7417_pso,28.04007293817745,0.0,0.0,1.0,28.04007293817745
gen=37_member=6360_pso,gen=37_member=6360_pso,28.056013799679008,0.0,0.0,1.0,28.056013799679008
gen=45_member=7732_pso,gen=45_member=7732_pso,28.232171596528566,0.0,0.0,1.0,28.232171596528566
gen=43_member=7309_pso,gen=43_member=7309_pso,28.362383210764136,0.0,0.0,1.0,28.362383210764136
gen=50_member=8474_pso,gen=50_member=8474_pso,28.369120398124423,0.0,0.0,1.0,28.369120398124423
gen=50_member=8467_pso,gen=50_member=8467_pso,28.43175005450413,0.0,0.0,1.0,28.43175005450413
gen=47_member=7948_pso,gen=47_member=7948_pso,28.52993245450245,0.0,0.0,1.0,28.52993245450245
gen=35_member=5926_pso,gen=35_member=5926_pso,28.75848621927199,0.0,0.0,1.0,28.75848621927199
gen=44_member=7409_pso,gen=44_member=7409_pso,29.02617500954204,0.0,0.0,1.0,29.02617500954204
gen=50_member=8443_pso,gen=50_member=8443_pso,29.0287517204358,0.0,0.0,1.0,29.0287517204358
gen=50_member=8507_pso,gen=50_member=8507_pso,29.113125122660595,0.0,0.0,1.0,29.113125122660595
gen=40_member=6722_pso,gen=40_member=6722_pso,29.206608318766545,0.0,0.0,1.0,29.206608318766545
gen=39_member=6689_pso,gen=39_member=6689_pso,29.416418185838467,0.0,0.0,1.0,29.416418185838467
gen=45_member=7580_pso,gen=45_member=7580_pso,29.41977376399195,0.0,0.0,1.0,29.41977376399195
gen=36_member=6150_pso,gen=36_member=6150_pso,29.51027094900253,0.0,0.0,1.0,29.51027094900253
gen=41_member=6902_pso,gen=41_member=6902_pso,29.628353465378915,0.0,0.0,1.0,29.628353465378915
gen=43_member=7394_pso,gen=43_member=7394_pso,29.69937939750987,0.0,0.0,1.0,29.69937939750987
gen=44_member=7479_pso,gen=44_member=7479_pso,29.72699292855369,0.0,0.0,1.0,29.72699292855369
gen=37_member=6202_pso,gen=37_member=6202_pso,29.76557254860932,0.0,0.0,1.0,29.76557254860932
gen=41_member=6892_pso,gen=41_member=6892_pso,29.76585730134148,0.0,0.0,1.0,29.76585730134148
gen=42_member=7112_pso,gen=42_member=7112_pso,29.954952265185444,0.0,0.0,1.0,29.954952265185444
gen=49_member=8327_pso,gen=49_member=8327_pso,30.10695679161178,0.0,0.0,1.0,30.10695679161178
gen=46_member=7815_pso,gen=46_member=7815_pso,30.209600453547942,0.0,0.0,1.0,30.209600453547942
gen=46_member=7833_pso,gen=46_member=7833_pso,30.273822445456965,0.0,0.0,1.0,30.273822445456965
gen=48_member=8130_pso,gen=48_member=8130_pso,30.29664546331896,0.0,0.0,1.0,30.29664546331896
gen=49_member=8310_pso,gen=49_member=8310_pso,30.43676948862573,0.0,0.0,1.0,30.43676948862573
gen=38_member=6402_pso,gen=38_member=6402_pso,30.51186014513365,0.0,0.0,1.0,30.51186014513365
gen=43_member=7373_pso,gen=43_member=7373_pso,30.566917442941545,0.0,0.0,1.0,30.566917442941545
gen=42_member=7156_pso,gen=42_member=7156_pso,30.610510708305725,0.0,0.0,1.0,30.610510708305725
gen=41_member=6917_pso,gen=41_member=6917_pso,30.7026693264571,0.0,0.0,1.0,30.7026693264571
gen=47_member=7988_pso,gen=47_member=7988_pso,30.769795007202468,0.0,0.0,1.0,30.769795007202468
gen=46_member=7811_pso,gen=46_member=7811_pso,30.84800808580873,0.0,0.0,1.0,30.84800808580873
gen=34_member=5765_pso,gen=34_member=5765_pso,30.92338623359191,3.953308228417406e-05,0.002969016743950404,1.0,30.923346700509626
gen=39_member=6557_pso,gen=39_member=6557_pso,30.95190437561837,4.556877775935939e-05,0.002969016743950404,1.0,30.951858806840608
gen=46_member=7821_pso,gen=46_member=7821_pso,31.019254054929405,7.883079286535062e-05,0.002969016743950404,1.0,31.01917522413654
gen=47_member=7949_pso,gen=47_member=7949_pso,31.06896850977157,9.073047946092643e-05,0.002969016743950404,1.0,31.06887777929211
gen=29_member=4835_pso,gen=29_member=4835_pso,31.16289112554577,0.00019786184039841405,0.002969016743950404,1.0,31.16269326370537
gen=40_member=6726_pso,gen=40_member=6726_pso,31.242517549639818,0.0002462333296620041,0.002969016743950404,1.0,31.242271316310156
gen=36_member=6031_pso,gen=36_member=6031_pso,31.33839078755168,0.0003127983345306755,0.002969016743950404,1.0,31.33807798921715
gen=38_member=6480_pso,gen=38_member=6480_pso,31.40713306593588,0.00039444382890947797,0.002969016743950404,1.0,31.40673862210697
gen=41_member=7002_pso,gen=41_member=7002_pso,31.456010064777686,0.00042949315482773703,0.002969016743950404,1.0,31.455580571622857
gen=41_member=6898_pso,gen=41_member=6898_pso,31.489447863162184,0.0009297027651446729,0.016275226634964023,1.0,31.48851816039704
gen=27_member=4602_pso,gen=27_member=4602_pso,31.534063129350688,0.00108820401041497,0.016275226634964023,1.0,31.532974925340273
gen=50_member=8596_pso,gen=50_member=8596_pso,31.656131000200023,0.0012079198350876757,0.016275226634964023,1.0,31.654923080364934
gen=38_member=6443_pso,gen=38_member=6443_pso,31.67115470758055,0.0014765608608725994,0.02958143652597764,1.0,31.669678146719676
gen=41_member=6951_pso,gen=41_member=6951_pso,31.788273688982024,0.0019844452072045795,0.02958143652597764,1.0,31.78628924377482
gen=42_member=7137_pso,gen=42_member=7137_pso,31.79987010539568,0.0022016240551427325,0.02958143652597764,1.0,31.797668481340537
gen=49_member=8286_pso,gen=49_member=8286_pso,31.88574680923485,0.0027844815286834994,0.02958143652597764,1.0,31.882962327706167
gen=45_member=7712_pso,gen=45_member=7712_pso,31.96441941761888,0.0034839437176097856,0.02958143652597764,1.0,31.960935473901273
gen=40_member=6749_pso,gen=40_member=6749_pso,32.03382245921868,0.004159921536489347,0.02958143652597764,1.0,32.02966253768219
gen=41_member=6922_pso,gen=41_member=6922_pso,32.11592080418332,0.004922861634280453,0.05151966780569227,1.0,32.11099794254904
gen=50_member=8483_pso,gen=50_member=8483_pso,32.12450543561306,0.00526446949391972,0.05151966780569227,1.0,32.119240966119136
gen=33_member=5559_pso,gen=33_member=5559_pso,32.1440689013816,0.0071125937638135284,0.11115396324187245,1.0,32.13695630761779
gen=39_member=6630_pso,gen=39_member=6630_pso,32.28667995166453,0.0069171728718961205,0.11115396324187245,1.0,32.27976277879264
gen=47_member=7987_pso,gen=47_member=7987_pso,32.3379503115816,0.01052529345543203,0.13309219452158708,1.0,32.32742501812617
gen=38_member=6501_pso,gen=38_member=6501_pso,32.396349530682755,0.01234417576516848,0.13309219452158708,1.0,32.38400535491758
gen=39_member=6670_pso,gen=39_member=6670_pso,32.43577512726643,0.013851072423223676,0.13309219452158708,1.0,32.42192405484321
gen=48_member=8203_pso,gen=48_member=8203_pso,32.453841272609736,0.014484066825887928,0.13309219452158708,1.0,32.43935720578385
gen=46_member=7788_pso,gen=46_member=7788_pso,32.533172613400616,0.017453008288243744,0.13309219452158708,1.0,32.51571960511237
gen=27_member=4568_pso,gen=27_member=4568_pso,32.558684654753776,0.01947876239720086,0.13309219452158708,1.0,32.53920589235658
gen=37_member=6357_pso,gen=37_member=6357_pso,32.62572860768373,0.0225380114476754,0.13309219452158708,1.0,32.60319059623606
gen=42_member=7094_pso,gen=42_member=7094_pso,32.72396444274264,0.024494006826252884,0.13309219452158708,1.0,32.69947043591639
gen=42_member=7063_pso,gen=42_member=7063_pso,32.77998072785285,0.02625348934127362,0.1463984044126007,1.0,32.75372723851158
gen=46_member=7888_pso,gen=46_member=7888_pso,32.783404919650515,0.02667754560040721,0.1463984044126007,1.0,32.75672737405011
gen=47_member=7961_pso,gen=47_member=7961_pso,32.81846706326812,0.028039881064450874,0.1463984044126007,1.0,32.79042718220367
gen=26_member=4423_pso,gen=26_member=4423_pso,32.826298754166096,0.032637291727536766,0.34303906711029236,1.0,32.79366146243856
gen=29_member=4976_pso,gen=29_member=4976_pso,32.85346614458213,0.03287295683295419,0.34303906711029236,1.0,32.820593187749175
