member,generation,raw_total_pumping_cfs,effective_total_pumping_cfs,T_factor__T_minus_10pct,T_value__T_minus_10pct,depletion_cfs__T_minus_10pct,streamflow_cfs__T_minus_10pct,ag_receipts_reeval__T_minus_10pct,fish_prob_reeval__T_minus_10pct,T_factor__baseline_T,T_value__baseline_T,depletion_cfs__baseline_T,streamflow_cfs__baseline_T,ag_receipts_reeval__baseline_T,fish_prob_reeval__baseline_T,T_factor__T_plus_10pct,T_value__T_plus_10pct,depletion_cfs__T_plus_10pct,streamflow_cfs__T_plus_10pct,ag_receipts_reeval__T_plus_10pct,fish_prob_reeval__T_plus_10pct
gen=49_member=6216_pso,50,110.87853722112972,110.45432501578411,0.9,1530.0,2.659822143272981,5.9401778567270185,11945134.063002478,0.6883116995469247,1.0,1700.0,2.837117057679754,5.762882942320246,11945134.063002478,0.6802786876565723,1.1,1870.0000000000002,3.0034052058102185,5.596594794189781,11945134.063002478,0.672744378645926
gen=47_member=6002_pso,50,97.00051719808124,95.10238539262453,0.9,1530.0,1.4141117248824433,7.185888275117557,10144439.49189337,0.7193179559960322,1.0,1700.0,1.5102412774079752,7.089758722592024,10144439.49189337,0.7181975860789928,1.1,1870.0000000000002,1.601740579758727,6.998259420241273,10144439.49189337,0.7171154257515446
gen=32_member=3978_pso,50,110.25053912128294,108.89158967774969,0.9,1530.0,2.3034583718201382,6.296541628179861,11724521.462720819,0.7003787132356285,1.0,1700.0,2.453313981441033,6.146686018558967,11724521.462720819,0.6956504359983704,1.1,1870.0000000000002,2.593237581314914,6.006762418685085,11724521.462720819,0.6912355357226143
gen=24_member=2976_pso,50,111.28605767434495,109.8459283969095,0.9,1530.0,2.5163804046191856,6.083619595380814,11884331.744194893,0.6936605503083857,1.0,1700.0,2.6850501292237676,5.914949870776232,11884331.744194893,0.6871686509051157,1.1,1870.0000000000002,2.843105328682115,5.756894671317885,11884331.744194893,0.6800073665511386
gen=46_member=5863_pso,50,110.06685037277339,107.6435948669181,0.9,1530.0,2.1664971830619817,6.433502816938018,11617325.353071578,0.7047001428626628,1.0,1700.0,2.312099736816777,6.287900263183223,11617325.353071578,0.7001060589818718,1.1,1870.0000000000002,2.448437762175988,6.151562237824011,11617325.353071578,0.695804291543806
gen=49_member=6159_pso,50,101.74785503091832,100.67367930629531,0.9,1530.0,1.6609128747254613,6.939087125274538,10903671.696892686,0.7158901817012577,1.0,1700.0,1.7773714633273998,6.8226285366726,10903671.696892686,0.7134787458617392,1.1,1870.0000000000002,1.8873969496719216,6.712603050328078,10903671.696892686,0.711200516284885
gen=49_member=6198_pso,50,108.17573092153894,105.98749701789104,0.9,1530.0,2.0139311251291123,6.586068874870888,11459602.640373657,0.708580451510922,1.0,1700.0,2.150545043857054,6.4494549561429455,11459602.640373657,0.7052034682762328,1.1,1870.0000000000002,2.278894164801539,6.321105835198461,11459602.640373657,0.7011537685117785
gen=39_member=4883_pso,50,108.90827610733855,108.14164050688167,0.9,1530.0,2.2274858546896383,6.372514145310362,11655757.181802921,0.7027758148477344,1.0,1700.0,2.373392739367702,6.2266072606322975,11655757.181802921,0.6981721286505488,1.1,1870.0000000000002,2.509910969452571,6.0900890305474285,11655757.181802921,0.6938646753532446
gen=36_member=4595_pso,50,112.83089954214338,112.53138228389614,0.9,1530.0,2.9975757442099176,5.602424255790082,12058128.274327343,0.6730085042950245,1.0,1700.0,3.188178930123629,5.411821069876371,12058128.274327343,0.6631516057535513,1.1,1870.0000000000002,3.367035714608363,5.2329642853916365,12058128.274327343,0.6525714170684973
gen=44_member=5538_pso,50,110.35978999043485,109.149700497981,0.9,1530.0,2.3704832128401416,6.229516787159858,11819711.981230736,0.6982639306730841,1.0,1700.0,2.5222147023207153,6.077785297679284,11819711.981230736,0.6934764652608703,1.1,1870.0000000000002,2.6641573066192787,5.935842693380721,11819711.981230736,0.6881152786917415
gen=47_member=5958_pso,50,104.46886342205235,103.68786455809354,0.9,1530.0,1.8741906409838858,6.725809359016114,11252182.316333093,0.7114739711366085,1.0,1700.0,2.0026522535261395,6.59734774647386,11252182.316333093,0.7088139961171142,1.1,1870.0000000000002,2.1233790846240943,6.476620915375905,11252182.316333093,0.7060606146119252
gen=46_member=5862_pso,50,113.34583744841463,113.0969236413901,0.9,1530.0,3.273373398421715,5.326626601578285,12127415.605267622,0.6581119671839921,1.0,1700.0,3.472613185398164,5.127386814601836,12127415.605267622,0.6463260316051229,1.1,1870.0000000000002,3.659161464313828,4.940838535686172,12127415.605267622,0.6342734858785469
gen=48_member=6077_pso,50,110.31867225573538,109.01400043970366,0.9,1530.0,2.357218570775184,6.242781429224816,11804869.991800735,0.6986824595843126,1.0,1700.0,2.508382479005553,6.091617520994447,11804869.991800735,0.6939129026208544,1.1,1870.0000000000002,2.649631072553239,5.95036892744676,11804869.991800735,0.6887734442762704
gen=38_member=4784_pso,50,106.1827838891305,103.04783317258301,0.9,1530.0,1.8104049457994704,6.789595054200529,11163326.786992056,0.7127947420068622,1.0,1700.0,1.9335854021290155,6.666414597870984,11163326.786992056,0.7102441206169997,1.1,1870.0000000000002,2.049937764279627,6.550062235720373,11163326.786992056,0.7078348843427937
gen=38_member=4799_pso,50,112.07050960387664,110.56961921480378,0.9,1530.0,2.7055157113299364,5.894484288670063,11949789.008105733,0.6862413808536767,1.0,1700.0,2.8799603574189843,5.720039642581016,11949789.008105733,0.6783375110730322,1.1,1870.0000000000002,3.043085028942177,5.5569149710578225,11949789.008105733,0.6709465352498385
gen=33_member=4144_pso,50,97.77897338467862,96.24435466052263,0.9,1530.0,1.4483022677709323,7.151697732229067,10274983.576880537,0.7189194723383731,1.0,1700.0,1.5511039817159038,7.048896018284096,10274983.576880537,0.7177213397693751,1.1,1870.0000000000002,1.6484275145459806,6.951572485454019,10274983.576880537,0.7161487083188952
gen=40_member=5066_pso,50,109.7860988585555,108.71705079604108,0.9,1530.0,2.3082269714168246,6.291773028583175,11747366.836248316,0.7002282533296987,1.0,1700.0,2.4581485139404498,6.14185148605955,11747366.836248316,0.6954978957629557,1.1,1870.0000000000002,2.6020823314701644,5.997917668529835,11747366.836248316,0.6909278185501725
gen=40_member=5054_pso,50,108.68417066619094,107.34892054322654,0.9,1530.0,2.1363187127335825,6.463681287266417,11588547.789286416,0.7056523406126838,1.0,1700.0,2.2791367860329963,6.320863213967003,11588547.789286416,0.7011461132731867,1.1,1870.0000000000002,2.412953828985931,6.187046171014069,11588547.789286416,0.6969238884278691
gen=45_member=5693_pso,50,100.28955246444755,98.77147178738257,0.9,1530.0,1.5734662478856372,7.0265337521143625,10709593.135838162,0.7174607122137986,1.0,1700.0,1.6855932697084197,6.91440673029158,10709593.135838162,0.7153791400536657,1.1,1870.0000000000002,1.7915621416338563,6.808437858366143,10709593.135838162,0.7131849082782165
gen=48_member=6031_pso,50,112.60765764772395,112.20077846311648,0.9,1530.0,2.960150465539963,5.639849534460037,12052365.848215453,0.674704197087801,1.0,1700.0,3.1481278453861616,5.451872154613838,12052365.848215453,0.6655208087713973,1.1,1870.0000000000002,3.3242668859051254,5.275733114094875,12052365.848215453,0.6551013869481561
gen=31_member=3921_pso,50,113.08998190908493,112.60699541547174,0.9,1530.0,3.2362940319314557,5.363705968068544,12113891.248633971,0.6603053796112556,1.0,1700.0,3.432259262983702,5.167740737016297,12113891.248633971,0.6487131488428448,1.1,1870.0000000000002,3.615532670758251,4.984467329241749,12113891.248633971,0.6376045892668509
gen=44_member=5545_pso,50,108.99844165553478,107.39647421406681,0.9,1530.0,2.1496980787787905,6.450301921221209,11598815.43768315,0.7052301919051343,1.0,1700.0,2.2931497480897933,6.306850251910206,11598815.43768315,0.7007039732045743,1.1,1870.0000000000002,2.4275143208781365,6.172485679121863,11598815.43768315,0.696464472577162
gen=39_member=4943_pso,50,110.40547897790981,107.53122809735844,0.9,1530.0,2.2087135071755934,6.391286492824406,11638206.369778983,0.7033681240957171,1.0,1700.0,2.350363895023021,6.249636104976979,11638206.369778983,0.6988987398250707,1.1,1870.0000000000002,2.4829223166940575,6.117077683305942,11638206.369778983,0.6947162272759599
gen=34_member=4333_pso,50,109.59674723816163,106.99026041312557,0.9,1530.0,2.1297067264818548,6.470293273518145,11563663.491177239,0.7058609634608121,1.0,1700.0,2.272533832543477,6.327466167456523,11563663.491177239,0.70135445111761,1.1,1870.0000000000002,2.407395849606925,6.192604150393075,11563663.491177239,0.6970992550187454
gen=46_member=5865_pso,50,99.34269837540397,97.8101484614914,0.9,1530.0,1.5163254297222886,7.0836745702777115,10532832.151348412,0.7181266765507098,1.0,1700.0,1.6234691380700301,6.9765308619299695,10532832.151348412,0.7166655059570326,1.1,1870.0000000000002,1.724962553054345,6.8750374469456546,10532832.151348412,0.7145639446955885
gen=35_member=4371_pso,50,109.40350715755716,108.63855991370374,0.9,1530.0,2.283906014352471,6.316093985647528,11707227.059533695,0.7009956335296568,1.0,1700.0,2.4360379341798524,6.163962065820147,11707227.059533695,0.6961955336508473,1.1,1870.0000000000002,2.5780932150700946,6.0219067849299055,11707227.059533695,0.6917133741056367
gen=39_member=4906_pso,50,106.00551992707378,102.6470658946195,0.9,1530.0,1.7998957364409742,6.800104263559025,11134328.034844197,0.7130123496938204,1.0,1700.0,1.9250045537733647,6.674995446226635,11134328.034844197,0.7104217989274334,1.1,1870.0000000000002,2.042705128790019,6.557294871209981,11134328.034844197,0.7079846460447274
gen=47_member=5999_pso,50,100.64403481361417,98.01395825622748,0.9,1530.0,1.524857835021022,7.075142164978978,10584561.410868496,0.7180272331437081,1.0,1700.0,1.631188793752154,6.968811206247846,10584561.410868496,0.7165056598297174,1.1,1870.0000000000002,1.731925388974721,6.868074611025278,10584561.410868496,0.7144197695661743
gen=42_member=5333_pso,50,101.40107764307871,99.02927744287139,0.9,1530.0,1.5967494337185442,7.003250566281455,10737093.054913322,0.7171893515313165,1.0,1700.0,1.7060212905279992,6.893978709472,10737093.054913322,0.7149561496832161,1.1,1870.0000000000002,1.8095219080997826,6.7904780919002174,10737093.054913322,0.7128130265214029
gen=46_member=5794_pso,50,110.69241741717775,110.1235704348894,0.9,1530.0,2.616687699192705,5.983312300807295,11924617.05125353,0.6902660675181663,1.0,1700.0,2.786827430244407,5.813172569755593,11924617.05125353,0.6825572480794769,1.1,1870.0000000000002,2.945701579712823,5.654298420287176,11924617.05125353,0.6753588581199019
gen=43_member=5487_pso,50,112.65362085740898,112.59704141874091,0.9,1530.0,3.031478803668409,5.568521196331591,12067409.117305875,0.6714723988705646,1.0,1700.0,3.2233055046572927,5.376694495342707,12067409.117305875,0.6610737098129726,1.1,1870.0000000000002,3.403250776305738,5.196749223694262,12067409.117305875,0.6504291321833982
gen=30_member=3743_pso,50,101.70001094966716,98.87435427861422,0.9,1530.0,1.6010390238400447,6.998960976159955,10742769.128613207,0.7171299524352873,1.0,1700.0,1.713588991356934,6.886411008643066,10742769.128613207,0.7147994499908987,1.1,1870.0000000000002,1.8198630907684907,6.7801369092315085,10742769.128613207,0.7125988980590052
gen=39_member=4904_pso,50,100.67469989672378,98.31130961541429,0.9,1530.0,1.5446245390838156,7.055375460916184,10630263.80682499,0.717796856323998,1.0,1700.0,1.6520747085298877,6.947925291470112,10630263.80682499,0.7160731881327753,1.1,1870.0000000000002,1.753770779318136,6.846229220681863,10630263.80682499,0.7139674306031593
gen=47_member=5956_pso,50,113.51642230234141,113.30463357982367,0.9,1530.0,3.5413202054084048,5.058679794591595,12183071.266239155,0.6422617002587312,1.0,1700.0,3.747697991113233,4.852302008886767,12183071.266239155,0.6275136307375955,1.1,1870.0000000000002,3.9402927079500802,4.659707292049919,12183071.266239155,0.6128088254578566
gen=45_member=5633_pso,50,96.22967772665474,95.30103517422398,0.9,1530.0,1.3951703278324719,7.204829672167528,10052464.229952421,0.7195387140343665,1.0,1700.0,1.4928793436690044,7.107120656330995,10052464.229952421,0.7183999358013387,1.1,1870.0000000000002,1.5857643080913668,7.014235691908633,10052464.229952421,0.7173173808830012
gen=42_member=5374_pso,50,113.20058552538926,112.55915192767122,0.9,1530.0,3.0044668709832183,5.595533129016781,12060715.189592736,0.6726962759184065,1.0,1700.0,3.1953659668389367,5.404634033161063,12060715.189592736,0.6627264599881645,1.1,1870.0000000000002,3.374488785968662,5.225511214031338,12060715.189592736,0.6521305341492258
gen=48_member=6063_pso,50,112.93032608863865,111.52667253885436,0.9,1530.0,2.777187406072341,5.822812593927658,11984089.021979596,0.6829940255756425,1.0,1700.0,2.955054540266959,5.644945459733041,11984089.021979596,0.6749350871189527,1.1,1870.0000000000002,3.121634774370658,5.478365225629341,11984089.021979596,0.667087993885443
gen=37_member=4733_pso,50,110.94304023871513,108.61110973443459,0.9,1530.0,2.2774743731633786,6.322525626836621,11692914.81233409,0.7011985660906035,1.0,1700.0,2.428300631150606,6.171699368849394,11692914.81233409,0.6964396627420671,1.1,1870.0000000000002,2.5691385327551655,6.030861467244835,11692914.81233409,0.6919959142165052
gen=38_member=4788_pso,50,113.26712697697172,112.6235183624327,0.9,1530.0,3.2276016482672585,5.372398351732741,12107032.78287132,0.6608195734650422,1.0,1700.0,3.423190931483538,5.176809068516462,12107032.78287132,0.6492495817134613,1.1,1870.0000000000002,3.605823651343322,4.994176348656678,12107032.78287132,0.6383458829134191
gen=42_member=5267_pso,50,110.0059671154613,107.45552852264503,0.9,1530.0,2.2034200963904658,6.396579903609534,11624016.320151795,0.7035351429599832,1.0,1700.0,2.34734570811154,6.25265429188846,11624016.320151795,0.6989939703239986,1.1,1870.0000000000002,2.4819093680847097,6.11809063191529,11624016.320151795,0.6947481880538328
gen=46_member=5801_pso,50,113.22196912434818,113.1202239034437,0.9,1530.0,3.307633080579183,5.292366919420816,12128869.131304957,0.6560853518528474,1.0,1700.0,3.5082774120981726,5.0917225879018275,12128869.131304957,0.644216331104358,1.1,1870.0000000000002,3.6961352285035876,4.903864771496412,12128869.131304957,0.6314505008465641
gen=47_member=5934_pso,50,113.82797755135174,113.82797755135174,0.9,1530.0,3.6606292834730714,4.939370716526929,12214365.004216783,0.6341614163717763,1.0,1700.0,3.8724765346307266,4.7275234653692735,12214365.004216783,0.6179866602388745,1.1,1870.0000000000002,4.070225624773562,4.529774375226437,12214365.004216783,0.6028883132408139
gen=40_member=5041_pso,50,102.29118560995296,99.76343136219128,0.9,1530.0,1.605925961421964,6.994074038578035,10773385.543513425,0.7170287616465958,1.0,1700.0,1.7202388949108955,6.879761105089104,10773385.543513425,0.7146617545581112,1.1,1870.0000000000002,1.828088994108253,6.771911005891747,10773385.543513425,0.712428569375101
gen=44_member=5596_pso,50,103.21540709514603,102.5820707638887,0.9,1530.0,1.782203699426767,6.8177963005732325,11129305.094874427,0.7133786877427554,1.0,1700.0,1.9064431073117016,6.693556892688298,11129305.094874427,0.7108061392991337,1.1,1870.0000000000002,2.0234310837943124,6.576568916205687,11129305.094874427,0.7083837417527649
gen=46_member=5800_pso,50,97.65505960065083,96.39936894667757,0.9,1530.0,1.4373103770222704,7.162689622977729,10266732.962909713,0.71904758053614,1.0,1700.0,1.5390264643071996,7.0609735356928,10266732.962909713,0.7178621007197982,1.1,1870.0000000000002,1.6355469165621552,6.964453083437844,10266732.962909713,0.7164154188808683
90,50,116.67420011609178,116.67420011609178,0.9,1530.0,4.330041279993649,4.2699587200063505,12416131.199367564,0.5793244933237242,1.0,1700.0,4.5752215929257956,4.024778407074204,12416131.199367564,0.5566328473213152,1.1,1870.0000000000002,4.803105358439439,3.7968946415605602,12416131.199367564,0.5327300885212696
8,50,116.81868744021499,116.81868744021499,0.9,1530.0,4.327392435663461,4.272607564336538,12404528.288386147,0.5795696461140819,1.0,1700.0,4.574370940926311,4.0256290590736885,12404528.288386147,0.5567115758856632,1.1,1870.0000000000002,4.803971722985738,3.796028277014262,12404528.288386147,0.5326379112320283
gen=47_member=5927_pso,50,113.3891113585374,113.32560510319023,0.9,1530.0,3.589401796817447,5.0105982031825524,12191693.59369932,0.6394174564082624,1.0,1700.0,3.797141684463503,4.802858315536497,12191693.59369932,0.623738553752266,1.1,1870.0000000000002,3.9909104472992722,4.609089552700727,12191693.59369932,0.6089441088495553
gen=23_member=2880_pso,50,112.92684908610946,112.54441838708175,0.9,1530.0,3.192334496026636,5.407665503973364,12086117.93737263,0.6629057852135385,1.0,1700.0,3.3864191405675586,5.213580859432441,12086117.93737263,0.6514247996527707,1.1,1870.0000000000002,3.568169918645523,5.031830081354476,12086117.93737263,0.6406734181423626
gen=45_member=5694_pso,50,111.0093069433019,110.26586276980991,0.9,1530.0,2.6444097729162865,5.955590227083713,11937082.887701936,0.6890100148637972,1.0,1700.0,2.8157322378759657,5.784267762124034,11937082.887701936,0.6812476072239025,1.1,1870.0000000000002,2.9756693655388435,5.624330634461156,11937082.887701936,0.6740010550454401
gen=33_member=4157_pso,50,114.04680931292806,113.29195117004582,0.9,1530.0,3.5715697237121025,5.028430276287898,12187167.117334038,0.640472304277991,1.0,1700.0,3.7787561435405195,4.82124385645948,12187167.117334038,0.6251423087652561,1.1,1870.0000000000002,3.972007978250758,4.627992021749241,12187167.117334038,0.6103873318581083
gen=39_member=4884_pso,50,109.73919419703346,108.19045999864461,0.9,1530.0,2.257927829104577,6.342072170895422,11680425.995853443,0.7018153029586733,1.0,1700.0,2.409828710957895,6.190171289042105,11680425.995853443,0.6970224928409644,1.1,1870.0000000000002,2.5517296347425336,6.048270365257466,11680425.995853443,0.6925452036051848
gen=43_member=5440_pso,50,113.26056522804235,112.78527199842394,0.9,1530.0,3.2609168179694343,5.339083182030565,12121098.886050921,0.6588488303224822,1.0,1700.0,3.4579695839817983,5.142030416018201,12121098.886050921,0.6471922669367052,1.1,1870.0000000000002,3.6423425886097456,4.9576574113902545,12121098.886050921,0.635557624386158
gen=33_member=4206_pso,50,108.43121424251783,106.53460570377749,0.9,1530.0,2.1241147266780747,6.475885273321925,11551056.819824193,0.7060374034716321,1.0,1700.0,2.265808249269094,6.334191750730906,11551056.819824193,0.7015666582040447,1.1,1870.0000000000002,2.39865953748268,6.20134046251732,11551056.819824193,0.6973749050652077
gen=48_member=6130_pso,50,108.10197565175143,106.17257835942013,0.9,1530.0,2.0738863797610425,6.526113620238958,11497486.999720298,0.7073389951999489,1.0,1700.0,2.210087501864037,6.3899124981359625,11497486.999720298,0.7033247715123476,1.1,1870.0000000000002,2.337653677847795,6.262346322152204,11497486.999720298,0.69929977539993
gen=40_member=5021_pso,50,114.42298858972939,112.60045387547066,0.9,1530.0,3.2042445378552995,5.395755462144701,12103213.1286555,0.662201252309421,1.0,1700.0,3.3998009564530096,5.20019904354699,12103213.1286555,0.6506332046488428,1.1,1870.0000000000002,3.5825905478133846,5.017409452186615,12103213.1286555,0.6398203726289217
gen=45_member=5738_pso,50,101.44176925683179,100.08957248694635,0.9,1530.0,1.6552958525699482,6.944704147430052,10894885.825538045,0.7160064898988735,1.0,1700.0,1.7694524121880564,6.830547587811943,10894885.825538045,0.7136427207472469,1.1,1870.0000000000002,1.8774473107326637,6.722552689267336,10894885.825538045,0.711406537293867
gen=27_member=3377_pso,50,113.5056141385198,113.33158190018415,0.9,1530.0,3.5635855098612352,5.036414490138764,12186931.25762333,0.6409446066806499,1.0,1700.0,3.7705851599344937,4.829414840065506,12186931.25762333,0.625766171791428,1.1,1870.0000000000002,3.9636845398311267,4.636315460168873,12186931.25762333,0.6110228349665465
gen=46_member=5826_pso,50,113.58942872082606,113.32643562664363,0.9,1530.0,3.5467010558334695,5.05329894416653,12186064.810103523,0.6419433985910183,1.0,1700.0,3.753266245388982,4.846733754611018,12186064.810103523,0.6270884887803406,1.1,1870.0000000000002,3.946037936882895,4.653962063117104,12186064.810103523,0.6123701713029966
gen=41_member=5141_pso,50,103.98262990240966,101.96251410763159,0.9,1530.0,1.7358267767614048,6.864173223238595,11029968.090569744,0.714338985946472,1.0,1700.0,1.8578460473208291,6.74215395267917,11029968.090569744,0.7118124085109114,1.1,1870.0000000000002,1.9727723584250876,6.627227641574912,11029968.090569744,0.7094327005921788
gen=29_member=3677_pso,50,107.49075901812276,106.21526603405167,0.9,1530.0,2.070577230384387,6.529422769615612,11489410.323236927,0.7074075157058299,1.0,1700.0,2.209482384291916,6.390517615708084,11489410.323236927,0.703343864315409,1.1,1870.0000000000002,2.339817002387723,6.260182997612277,11489410.323236927,0.6992315177070427
gen=35_member=4441_pso,50,112.7408049492039,112.55041235853676,0.9,1530.0,3.203184731430501,5.396815268569499,12097747.115144044,0.6622639446583655,1.0,1700.0,3.397762220429597,5.202237779570403,12097747.115144044,0.6507538051162439,1.1,1870.0000000000002,3.579933586705355,5.020066413294645,12097747.115144044,0.6399775439094677
gen=31_member=3912_pso,50,109.43586853534921,108.11778793382103,0.9,1530.0,2.2449935964021086,6.355006403597891,11666347.56033951,0.7022234067208428,1.0,1700.0,2.3965078466113363,6.203492153388663,11666347.56033951,0.6974427956900187,1.1,1870.0000000000002,2.5380799404486947,6.061920059551305,11666347.56033951,0.6929758817692413
gen=44_member=5517_pso,50,114.64506990106455,113.16967286457135,0.9,1530.0,3.3233141527388943,5.276685847261105,12132464.82691212,0.6551577454290171,1.0,1700.0,3.523899213122679,5.076100786877321,12132464.82691212,0.6432922308365611,1.1,1870.0000000000002,3.711743463707243,4.888256536292756,12132464.82691212,0.6302587959898593
gen=49_member=6177_pso,50,113.24006846059348,113.18633487060403,0.9,1530.0,3.3338500012508656,5.266149998749134,12138871.541597325,0.6545345022820772,1.0,1700.0,3.5352889381503494,5.06471106184965,12138871.541597325,0.6426184770272728,1.1,1870.0000000000002,3.723900683744031,4.876099316255969,12138871.541597325,0.6293305797006487
gen=44_member=5611_pso,50,111.15740233106504,110.13209746911461,0.9,1530.0,2.6030469027764584,5.996953097223541,11923767.054962939,0.6908841150248994,1.0,1700.0,2.772866501417529,5.827133498582471,11923767.054962939,0.6831898003872626,1.1,1870.0000000000002,2.9315065768853095,5.66849342311469,11923767.054962939,0.6760020160293012
gen=35_member=4426_pso,50,112.00787006888845,112.00787006888845,0.9,1530.0,2.8899463748554624,5.710053625144537,12009325.101516692,0.6778850570527186,1.0,1700.0,3.0730307307347253,5.526969269265274,12009325.101516692,0.669589732775445,1.1,1870.0000000000002,3.244684767997017,5.355315232002983,12009325.101516692,0.6598090295788211
gen=25_member=3126_pso,50,110.7456458264628,109.82082187647725,0.9,1530.0,2.5148603715411557,6.085139628458844,11880589.469000075,0.6937085107272243,1.0,1700.0,2.6834397987683913,5.916560201231608,11880589.469000075,0.6872416129736483,1.1,1870.0000000000002,2.841404941941055,5.758595058058944,11880589.469000075,0.6800844089578812
gen=36_member=4525_pso,50,104.19322171008152,103.08180649590791,0.9,1530.0,1.824552092925339,6.7754479070746605,11173377.904344108,0.7125018057965251,1.0,1700.0,1.9490397687069334,6.650960231293066,11173377.904344108,0.7099241166233876,1.1,1870.0000000000002,2.0665776228793797,6.53342237712062,11173377.904344108,0.707490333100385
gen=47_member=5916_pso,50,110.94259024453996,110.27564630500643,0.9,1530.0,2.6471187758977313,5.952881224102269,11938697.818192918,0.6888872733106413,1.0,1700.0,2.818532868585274,5.7814671314147255,11938697.818192918,0.6811207141324473,1.1,1870.0000000000002,2.9785617946883507,5.621438205311649,11938697.818192918,0.6738700026809222
gen=37_member=4683_pso,50,108.44556761794604,108.24771035629453,0.9,1530.0,2.2557976661294754,6.344202333870524,11669824.724862162,0.7018825143305554,1.0,1700.0,2.4040735719216904,6.195926428078309,11669824.724862162,0.6972040802568173,1.1,1870.0000000000002,2.542602441405274,6.057397558594726,11669824.724862162,0.6928331868218679
gen=30_member=3767_pso,50,112.62120985927325,111.94017644161329,0.9,1530.0,2.8758429813988453,5.724157018601154,12001377.210174264,0.6785240642555501,1.0,1700.0,3.058348754867139,5.541651245132861,12001377.210174264,0.670254954827148,1.1,1870.0000000000002,3.2295189764016787,5.370481023598321,12001377.210174264,0.660706154824023
gen=41_member=5185_pso,50,108.02841432727222,105.72719791278043,0.9,1530.0,2.0077881215485744,6.592211878451425,11449096.778256543,0.7087076508800216,1.0,1700.0,2.1436331674183515,6.456366832581648,11449096.778256543,0.705421553325665,1.1,1870.0000000000002,2.271038548810324,6.3289614511896755,11449096.778256543,0.7014016306396619
gen=40_member=5102_pso,50,113.76569959363228,113.76569959363228,0.9,1530.0,3.6572161563872325,4.942783843612768,12208710.648241015,0.6344220121452043,1.0,1700.0,3.86876658649965,4.73123341350035,12208710.648241015,0.6182699186052586,1.1,1870.0000000000002,4.066222503358509,4.53377749664149,12208710.648241015,0.6031939556898193
gen=40_member=5107_pso,50,113.2918564342654,112.80548479904043,0.9,1530.0,3.2609550311781947,5.3390449688218045,12124489.979887124,0.6588465698381505,1.0,1700.0,3.4580474469855527,5.1419525530144465,12124489.979887124,0.6471876609874609,1.1,1870.0000000000002,3.6424620793955937,4.9575379206044055,12124489.979887124,0.6355485011414114
gen=36_member=4597_pso,50,113.75666201895073,112.60748481932349,0.9,1530.0,3.042704662397575,5.557295337602424,12067736.32117229,0.6709637691845269,1.0,1700.0,3.2347724208618747,5.365227579138125,12067736.32117229,0.6603953897960401,1.1,1870.0000000000002,3.414981830930848,5.185018169069151,12067736.32117229,0.6497351871828441
gen=43_member=5401_pso,50,112.31383278235177,111.84259153558438,0.9,1530.0,2.880606056593563,5.719393943406437,12002793.896778665,0.6783082552471427,1.0,1700.0,3.0627401194653223,5.537259880534677,12002793.896778665,0.6700559875631963,1.1,1870.0000000000002,3.2333771532012574,5.366622846798743,12002793.896778665,0.6604779261960878
gen=34_member=4241_pso,50,114.4614280237375,113.14276330565143,0.9,1530.0,3.3131010019857134,5.286898998014286,12130735.362367615,0.6557618995423142,1.0,1700.0,3.5133312603201694,5.08666873967983,12130735.362367615,0.6439173730976578,1.1,1870.0000000000002,3.7008746427563803,4.899125357243619,12130735.362367615,0.6310886416799578
gen=41_member=5136_pso,50,97.87988049441658,97.16210146826178,0.9,1530.0,1.466957284391828,7.1330427156081715,10406546.441500314,0.7187020520043049,1.0,1700.0,1.5711927708094908,7.028807229190509,10406546.441500314,0.717487209115701,1.1,1870.0000000000002,1.6700040947971555,6.929995905202844,10406546.441500314,0.7157019354399127
gen=30_member=3730_pso,50,113.79520213225304,113.21681184879121,0.9,1530.0,3.3452376244530972,5.254762375546902,12140045.72221974,0.653860872805281,1.0,1700.0,3.5464295533727976,5.053570446627202,12140045.72221974,0.6419594591909595,1.1,1870.0000000000002,3.734880527967935,4.865119472032065,12140045.72221974,0.62849225726914
gen=26_member=3274_pso,50,112.82445245292094,112.07927088773285,0.9,1530.0,2.955547498424788,5.644452501575212,12038850.4455638,0.6749127517984131,1.0,1700.0,3.143088417496115,5.456911582503885,12038850.4455638,0.6658189137501658,1.1,1870.0000000000002,3.3188297867372554,5.281170213262744,12038850.4455638,0.6554230159837062
gen=27_member=3397_pso,50,113.58781394206393,112.63178913719814,0.9,1530.0,3.047557574967239,5.55244242503276,12071654.496071892,0.6707438897564825,1.0,1700.0,3.2398421599852165,5.360157840014783,12071654.496071892,0.6600954917705697,1.1,1870.0000000000002,3.420237332869462,5.179762667130538,12071654.496071892,0.6494243004456963
gen=35_member=4358_pso,50,113.86524662813433,113.64986756608504,0.9,1530.0,3.6532606545924855,4.946739345407514,12204661.884933073,0.6347240187870826,1.0,1700.0,3.8641480028767226,4.735851997123277,12204661.884933073,0.6186225522286454,1.1,1870.0000000000002,4.060971794535691,4.539028205464309,12204661.884933073,0.6035948527242149
gen=39_member=4886_pso,50,112.49553281816937,112.16405433851398,0.9,1530.0,2.956785233495081,5.643214766504919,12044004.390030988,0.6748566715630041,1.0,1700.0,3.1445598015020697,5.45544019849793,12044004.390030988,0.6657318747236284,1.1,1870.0000000000002,3.3205155194317,5.2794844805683,12044004.390030988,0.6553232972616506
