scenario,T_index,T_sigma_offset,T_factor,T_value,probability_weight,member,generation,ag_receipts_archive_baseline,fish_prob_archive_baseline,ag_receipts_reeval,fish_prob_reeval,raw_total_pumping_gpm,raw_total_pumping_cfs,effective_total_pumping_gpm,effective_total_pumping_cfs,depletion_obs_name,depletion_cfs,streamflow_cfs,baseline_T_depletion_cfs,baseline_T_streamflow_cfs,baseline_T_ag_receipts,baseline_T_fish_prob,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,streamflow_error_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs,streamflow_below_threshold
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=44_member=5567_pso,50,9875600.0,0.719021,9875603.379483644,0.7212690919704793,42989.08731889699,95.7796865465025,42069.119675814705,93.72999863771516,lpr:total_combined:bdpl,1.2467010997956045,7.353298900204395,1.4395496709767714,7.160450329023228,9875603.379483644,0.7190214820314021,-0.19284857118116694,0.19284857118116694,-0.19284857118116694,0.19284857118116694,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=49_member=6144_pso,50,9757770.0,0.719034,9757774.55799681,0.7212541850062005,42132.10114850491,93.87032135886894,41805.01359125954,93.14157028132627,lpr:total_combined:bdpl,1.2479801414619636,7.352019858538036,1.4384754136095979,7.161524586390402,9757774.55799681,0.7190340022773174,-0.1904952721476343,0.19049527214763362,-0.19049527214763362,0.19049527214763362,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=46_member=5849_pso,50,10309300.0,0.717719,10309323.448797248,0.7201493181239972,45220.50929470598,100.75129470860493,43336.516794327195,96.55375941776099,lpr:total_combined:bdpl,1.3427795085024083,7.257220491497591,1.551321334323784,7.048678665676215,10309323.448797248,0.717718806569991,-0.2085418258213756,0.20854182582137604,-0.20854182582137604,0.20854182582137604,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=31_member=3852_pso,50,12085500.0,0.652391,12085489.190941257,0.6742981252289009,50809.626277516305,113.20384734630632,50462.82627345364,112.4311769372547,lpr:total_combined:bdpl,2.9691127920557716,5.6308872079442285,3.3700860966244046,5.229913903375595,12085489.190941257,0.6523909731597901,-0.400973304568633,0.4009733045686339,-0.4009733045686339,0.4009733045686339,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=37_member=4697_pso,50,9951180.0,0.718657,9951183.919557761,0.7209837192377017,42929.95184756078,95.6479327163654,42506.86767415341,94.70530117801378,lpr:total_combined:bdpl,1.27118654222643,7.3288134577735695,1.470852475148528,7.129147524851472,9951183.919557761,0.7186566543671551,-0.199665932922098,0.19966593292209733,-0.19966593292209733,0.19966593292209733,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=42_member=5264_pso,50,12276000.0,0.587416,12275991.063515613,0.6254797419676236,51721.642237508655,115.23581890516928,51425.41398676402,114.57582236251024,lpr:total_combined:bdpl,3.774336645912022,4.825663354087977,4.2426174600481605,4.357382539951839,12275991.063515613,0.5874156420405886,-0.46828081413613853,0.4682808141361381,-0.4682808141361381,0.4682808141361381,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=43_member=5399_pso,50,12075700.0,0.659796,12075652.37136835,0.6798797710155958,50662.073440237364,112.87509962484884,50563.483653430434,112.655441579843,lpr:total_combined:bdpl,2.845921462887009,5.75407853711299,3.2449071401041327,5.355092859895867,12075652.37136835,0.6597958752617604,-0.39898567721712386,0.39898567721712297,-0.39898567721712297,0.39898567721712297,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=35_member=4383_pso,50,10482600.0,0.717261,10482596.881225228,0.71976143328111,44395.66150852786,98.91353384100007,43697.952601065685,97.35903839517434,lpr:total_combined:bdpl,1.376060655926208,7.223939344073791,1.5905626741745822,7.0094373258254175,10482596.881225228,0.7172614569254945,-0.21450201824837412,0.2145020182483739,-0.2145020182483739,0.2145020182483739,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=47_member=5964_pso,50,10840100.0,0.714224,10840089.258866806,0.7182364732357025,45340.13174397748,101.01781352558181,44763.52736283021,99.7331389643857,lpr:total_combined:bdpl,1.5069046964121422,7.093095303587857,1.7413821583575984,6.858617841642401,10840089.258866806,0.7142239541017272,-0.23447746194545616,0.23447746194545616,-0.23447746194545616,0.23447746194545616,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=45_member=5721_pso,50,10935500.0,0.713017,10935459.38484597,0.7177145523078601,46077.815037649634,102.66137190388338,45406.79805241785,101.16634606078696,lpr:total_combined:bdpl,1.5516863569013737,7.048313643098626,1.7996815675413265,6.800318432458673,10935459.38484597,0.713016784356532,-0.24799521063995278,0.247995210639953,-0.247995210639953,0.247995210639953,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=47_member=5893_pso,50,10050300.0,0.718629,10050330.220899835,0.7209714540577224,44663.8123416983,99.51097389730381,42679.893231787595,95.09080212042277,lpr:total_combined:bdpl,1.2722389145233968,7.327761085476602,1.4732596768179467,7.126740323182053,10050330.220899835,0.7186285989329644,-0.2010207622945499,0.20102076229454902,-0.20102076229454902,0.20102076229454902,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=35_member=4446_pso,50,11409800.0,0.706375,11409792.203285765,0.7123832719789456,48804.747890203915,108.73697829937431,47323.49343085893,105.4367433639537,lpr:total_combined:bdpl,1.8302765998231363,6.769723400176863,2.113405259209862,6.486594740790137,11409792.203285765,0.7063753109505794,-0.28312865938672593,0.28312865938672616,-0.28312865938672616,0.28312865938672616,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=45_member=5683_pso,50,10240800.0,0.71792,10240771.73598947,0.720339682949248,44683.47269518394,99.55477716486982,43384.26011810516,96.66013154313829,lpr:total_combined:bdpl,1.326445898335225,7.273554101664775,1.5340799870711133,7.065920012928887,10240771.73598947,0.7179197508819495,-0.2076340887358883,0.2076340887358885,-0.2076340887358885,0.2076340887358885,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=49_member=6242_pso,50,11866200.0,0.690335,11866171.531540677,0.701419492293969,49793.36739732516,110.93962256124044,49240.59882468567,109.70805418139967,lpr:total_combined:bdpl,2.2704724506395255,6.329527549360474,2.615161298943316,5.984838701056684,11866171.531540677,0.6903352268135348,-0.34468884830379043,0.34468884830379043,-0.34468884830379043,0.34468884830379043,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=45_member=5670_pso,50,10406200.0,0.717494,10406231.87516301,0.7199959031504544,44191.60289947777,98.45889126003648,43609.30208475285,97.16152504482936,lpr:total_combined:bdpl,1.3559427615789972,7.244057238421003,1.5706107996603436,7.029389200339656,10406231.87516301,0.7174939918682569,-0.21466803808134638,0.2146680380813466,-0.2146680380813466,0.2146680380813466,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=38_member=4778_pso,50,10164400.0,0.71794,10164356.433517821,0.7203468169866971,43216.77328051297,96.28697086898289,42970.82431105304,95.73899656502617,lpr:total_combined:bdpl,1.325833786373577,7.2741662136264225,1.532301537862676,7.067698462137324,10164356.433517821,0.7179404783371365,-0.20646775148909913,0.20646775148909846,-0.20646775148909846,0.20646775148909846,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=43_member=5423_pso,50,12257800.0,0.594933,12257750.350139363,0.6310548893508595,51233.33114761955,114.14786179689636,51233.33114761955,114.14786179689636,lpr:total_combined:bdpl,3.7013167105118927,4.8986832894881065,4.161391541390667,4.438608458609333,12257750.350139363,0.5949331697342024,-0.4600748308787739,0.46007483087877343,-0.46007483087877343,0.46007483087877343,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=38_member=4827_pso,50,12171600.0,0.631596,12171637.808199104,0.6583914186138459,50979.48086559517,113.58228336854604,50813.54471465353,113.21257762424806,lpr:total_combined:bdpl,3.268649306474855,5.3313506935251445,3.6942238435807764,4.905776156419224,12171637.808199104,0.6315964370568931,-0.4255745371059212,0.42557453710592075,-0.42557453710592075,0.42557453710592075,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=46_member=5827_pso,50,12142700.0,0.641492,12142688.246643651,0.6662129358759761,51220.46766399847,114.11920195538859,50818.373966461804,113.22333719727689,lpr:total_combined:bdpl,3.136427522068246,5.463572477931754,3.55433404505438,5.045665954945619,12142688.246643651,0.6414918727156044,-0.4179065229861343,0.41790652298613473,-0.41790652298613473,0.41790652298613473,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=49_member=6197_pso,50,10994700.0,0.712329,10994705.05589987,0.7173898493186837,46401.49017389091,103.38252010742895,45612.509888916305,101.62467203250553,lpr:total_combined:bdpl,1.5795463989986342,7.020453601001366,1.8329120045363683,6.767087995463632,10994705.05589987,0.7123287022863757,-0.253365605537734,0.25336560553773424,-0.25336560553773424,0.25336560553773424,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=34_member=4254_pso,50,11826100.0,0.692032,11826081.210188618,0.7021630033553202,49289.58618785271,109.81719802653583,49090.82356794755,109.37435490938714,lpr:total_combined:bdpl,2.2469079898924513,6.353092010107549,2.567989490219597,6.032010509780402,11826081.210188618,0.6920321690599462,-0.3210815003271459,0.32108150032714633,-0.32108150032714633,0.32108150032714633,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=46_member=5867_pso,50,11245900.0,0.709312,11245910.539729662,0.7147072250277342,47224.11676777734,105.21533215860791,46469.35011106735,103.53371204745807,lpr:total_combined:bdpl,1.718042930735286,6.881957069264714,1.9786016706863572,6.621398329313642,11245910.539729662,0.7093119966348724,-0.26055873995107115,0.2605587399510716,-0.2605587399510716,0.2605587399510716,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=31_member=3915_pso,50,12151300.0,0.634089,12151250.97606472,0.6601588627012974,50778.043066439204,113.13347995202655,50719.60111312249,113.0032712800369,lpr:total_combined:bdpl,3.2387708822190855,5.361229117780914,3.661584123403055,4.938415876596945,12151250.97606472,0.6340885133582651,-0.42281324118396935,0.42281324118396846,-0.42281324118396846,0.42281324118396846,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=47_member=5976_pso,50,11362000.0,0.706998,11362024.609674983,0.7125625681718304,48125.197185073404,107.22293932834354,46930.904979662475,104.56205629468799,lpr:total_combined:bdpl,1.8216176169786071,6.778382383021393,2.0903335195470634,6.509666480452936,11362024.609674983,0.7069984344666127,-0.26871590256845623,0.2687159025684567,-0.2687159025684567,0.2687159025684567,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=39_member=4925_pso,50,11896400.0,0.684874,11896391.93605654,0.6976864021963854,50146.24464222477,111.72583306287677,49634.299194174644,110.5852186046211,lpr:total_combined:bdpl,2.388787106120159,6.211212893879841,2.7357023605755346,5.864297639424465,11896391.93605654,0.6848736613500962,-0.3469152544553755,0.34691525445537597,-0.34691525445537597,0.34691525445537597,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=36_member=4494_pso,50,10420500.0,0.717361,10420504.849209998,0.7198386341017192,44203.144887668415,98.48460680972522,43469.94284558344,96.85103265995991,lpr:total_combined:bdpl,1.3694367005460204,7.230563299453979,1.5819928162554864,7.018007183744514,10420504.849209998,0.7173613368349876,-0.21255611570946598,0.2125561157094653,-0.2125561157094653,0.2125561157094653,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=44_member=5537_pso,50,10636200.0,0.715586,10636170.166640699,0.7188823595032727,45169.2898288748,100.63717773873304,44280.52405169593,98.65700758717853,lpr:total_combined:bdpl,1.4514866091004321,7.148513390899567,1.675585522721344,6.924414477278655,10636170.166640699,0.7155863642699917,-0.22409891362091194,0.22409891362091194,-0.22409891362091194,0.22409891362091194,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=46_member=5774_pso,50,12198800.0,0.623458,12198824.129546277,0.6526689986315836,51031.70882205056,113.69864725552864,51031.70882205056,113.69864725552864,lpr:total_combined:bdpl,3.3653861103226426,5.234613889677357,3.8008169185953444,4.799183081404655,12198824.129546277,0.6234579458355287,-0.43543080827270186,0.4354308082727023,-0.4354308082727023,0.4354308082727023,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=37_member=4723_pso,50,11316900.0,0.708149,11316939.89607805,0.7137532212183497,47958.33587102356,106.8511723206405,46911.033225908424,104.51778202732396,lpr:total_combined:bdpl,1.7641158700775061,6.835884129922493,2.034749716728347,6.565250283271652,11316939.89607805,0.7081493738333254,-0.2706338466508409,0.2706338466508411,-0.2706338466508411,0.2706338466508411,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=45_member=5711_pso,50,10701000.0,0.715537,10701015.255649135,0.7188713748034584,44962.49060320653,100.17642906394414,44382.095728658474,98.88330928345108,lpr:total_combined:bdpl,1.4524291141264212,7.147570885873579,1.677969569941643,6.922030430058356,10701015.255649135,0.7155369992812936,-0.22554045581522186,0.22554045581522253,-0.22554045581522253,0.22554045581522253,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=29_member=3643_pso,50,11063400.0,0.711087,11063367.898928545,0.716441464395529,46773.04844914237,104.2103519446892,45939.598395335444,102.35342522480737,lpr:total_combined:bdpl,1.6342890668499308,6.965710933150069,1.8928564245507165,6.707143575449283,11063367.898928545,0.7110874703211161,-0.25856735770078565,0.25856735770078565,-0.25856735770078565,0.25856735770078565,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=28_member=3493_pso,50,12010000.0,0.668784,12010002.111146484,0.6860247301341922,50587.18777954187,112.70825437281928,50262.96022798913,111.98587538795978,lpr:total_combined:bdpl,2.7102973637526486,5.8897026362473515,3.090806842299113,5.509193157700887,12010002.111146484,0.6687843192866332,-0.3805094785464642,0.38050947854646466,-0.38050947854646466,0.38050947854646466,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=39_member=4935_pso,50,11281500.0,0.708428,11281519.05267382,0.7140055248527476,47746.93364863757,106.3801681691645,46654.0946465578,103.94532287253078,lpr:total_combined:bdpl,1.7519310444729472,6.848068955527053,2.0213117755318537,6.578688224468146,11281519.05267382,0.7084276249558883,-0.2693807310589065,0.2693807310589067,-0.2693807310589067,0.2693807310589067,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=44_member=5540_pso,50,12269800.0,0.591573,12269791.265440106,0.6284765907820818,51409.0442246771,114.53935053258057,51274.750450654414,114.24014400405802,lpr:total_combined:bdpl,3.7350857182157067,4.8649142817842925,4.19770134372307,4.40229865627693,12269791.265440106,0.5915726667187243,-0.46261562550736324,0.4626156255073628,-0.4626156255073628,0.4626156255073628,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=42_member=5321_pso,50,11999300.0,0.671198,11999286.1007488,0.6882592835322936,50602.65384263916,112.74271276140006,50173.2583189863,111.78601953470147,lpr:total_combined:bdpl,2.6609790060978358,5.939020993902163,3.0375429553571123,5.562457044642887,11999286.1007488,0.6711976397056825,-0.3765639492592765,0.3765639492592765,-0.3765639492592765,0.3765639492592765,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=39_member=4882_pso,50,10775300.0,0.714436,10775264.386121174,0.7183147110506259,45802.7874267953,102.04861038689992,44827.07266782531,99.8747179039148,lpr:total_combined:bdpl,1.5001917652411287,7.099808234758871,1.7311642872531274,6.868835712746872,10775264.386121174,0.7144355292279647,-0.2309725220119987,0.23097252201199936,-0.23097252201199936,0.23097252201199936,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=39_member=4970_pso,50,12038300.0,0.666387,12038325.731098836,0.6844265285519097,50516.56288398654,112.550902105522,50255.35737047452,111.96893622141724,lpr:total_combined:bdpl,2.7455709344386134,5.854429065561386,3.133476939671035,5.4665230603289645,12038325.731098836,0.6663874761853259,-0.3879060052324217,0.3879060052324217,-0.3879060052324217,0.3879060052324217,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=32_member=3991_pso,50,12201000.0,0.619031,12200978.588406555,0.6494079781443381,51219.6970317056,114.11748498664006,51020.12093871804,113.6728294514638,lpr:total_combined:bdpl,3.4205132593603045,5.179486740639695,3.8587988098107666,4.7412011901892335,12200978.588406555,0.6190309686365849,-0.43828555045046214,0.4382855504504617,-0.4382855504504617,0.4382855504504617,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=37_member=4713_pso,50,12177200.0,0.629244,12177156.784652073,0.656678814551455,50997.8887656764,113.62329616992702,50833.59811395465,113.25725659789096,lpr:total_combined:bdpl,3.297600666872372,5.302399333127628,3.725031305386037,4.874968694613963,12177156.784652073,0.6292442555721168,-0.4274306385136648,0.42743063851366525,-0.42743063851366525,0.42743063851366525,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=41_member=5214_pso,50,11978400.0,0.676443,11978411.285790766,0.6923670914674844,50645.64701899745,112.83850155832631,50104.31768993943,111.63241981318505,lpr:total_combined:bdpl,2.557374630083683,6.042625369916317,2.9217675048988117,5.678232495101188,11978411.285790766,0.6764432812586526,-0.36439287481512883,0.3643928748151293,-0.3643928748151293,0.3643928748151293,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=47_member=5902_pso,50,11103200.0,0.710867,11103175.487190865,0.716279766399667,47049.460161530864,104.82619723989076,46109.99146446721,102.73306098283294,lpr:total_combined:bdpl,1.642098157213959,6.957901842786041,1.9035170647950834,6.696482935204916,11103175.487190865,0.7108667270486267,-0.2614189075811244,0.26141890758112485,-0.26141890758112485,0.26141890758112485,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=45_member=5714_pso,50,11993300.0,0.674785,11993278.716311434,0.6914868173272457,50064.69897747029,111.5441493218038,49746.83479228297,110.83594791720645,lpr:total_combined:bdpl,2.5852735901699315,6.014726409830068,2.9583619028947408,5.641638097105259,11993278.716311434,0.6747852346350076,-0.37308831272480925,0.3730883127248088,-0.3730883127248088,0.3730883127248088,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=45_member=5725_pso,50,10086100.0,0.718322,10086052.361235783,0.7206265039997276,43236.57024331604,96.33107850210814,42605.227886494205,94.92444773110908,lpr:total_combined:bdpl,1.3018361879010414,7.2981638120989585,1.4995762866896,7.100423713310399,10086052.361235783,0.7183218843249791,-0.1977400987885587,0.19774009878855914,-0.19774009878855914,0.19774009878855914,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=41_member=5219_pso,50,10877600.0,0.713721,10877623.213253161,0.7180407721521683,45831.09410723573,102.11167767092121,45102.71967809803,100.48885944280241,lpr:total_combined:bdpl,1.523696166178324,7.076303833821676,1.765657821452267,6.8343421785477325,10877623.213253161,0.7137212929865848,-0.24196165527394298,0.24196165527394342,-0.24196165527394342,0.24196165527394342,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=38_member=4779_pso,50,11511900.0,0.702673,11511911.853114262,0.7100508120279744,48003.579465953466,106.95197505014431,47829.015475785905,106.563046480051,lpr:total_combined:bdpl,1.9429211037361633,6.657078896263837,2.2307479046219183,6.369252095378082,11511911.853114262,0.7026728899290035,-0.28782680088575496,0.28782680088575496,-0.28782680088575496,0.28782680088575496,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=39_member=4891_pso,50,12250700.0,0.597475,12250726.961103301,0.6329599368806323,51186.95182954514,114.04452867622658,51181.4721129275,114.03231986760247,lpr:total_combined:bdpl,3.6763655409739413,4.923634459026058,4.133922772663108,4.466077227336892,12250726.961103301,0.5974754275877532,-0.4575572316891665,0.45755723168916607,-0.45755723168916607,0.45755723168916607,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=38_member=4772_pso,50,11343500.0,0.707434,11343536.810518842,0.713366172021634,47559.18910881358,105.96187333443666,47088.50036268619,104.91317880806483,lpr:total_combined:bdpl,1.7828081373277194,6.8171918626722805,2.069298865201697,6.530701134798303,11343536.810518842,0.7074339860216267,-0.28649072787397745,0.28649072787397767,-0.28649072787397767,0.28649072787397767,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=42_member=5263_pso,50,12267300.0,0.591914,12267261.652988074,0.6287318160300657,51401.15443533461,114.5217720819255,51266.89061527922,114.2226322908421,lpr:total_combined:bdpl,3.731742931049882,4.8682570689501174,4.194017426678351,4.405982573321649,12267261.652988074,0.5919136163670924,-0.4622744956284688,0.4622744956284688,-0.4622744956284688,0.4622744956284688,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=40_member=5076_pso,50,11779100.0,0.693959,11779139.5975923,0.7039865158844489,49427.02345467124,110.12340825700751,48946.710201045935,109.05327032793033,lpr:total_combined:bdpl,2.1891145129045446,6.410885487095455,2.506916806535524,6.093083193464476,11779139.5975923,0.693959147841803,-0.31780229363097945,0.31780229363097945,-0.31780229363097945,0.31780229363097945,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=49_member=6161_pso,50,10118300.0,0.718234,10118254.813456059,0.7205422719113472,43142.178199925635,96.12077302943432,42648.48611640095,95.02082706734132,lpr:total_combined:bdpl,1.3090634374381347,7.290936562561865,1.507121775700919,7.09287822429908,10118254.813456059,0.7182339432217956,-0.1980583382627843,0.19805833826278452,-0.19805833826278452,0.19805833826278452,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=43_member=5437_pso,50,11872500.0,0.688115,11872492.260370716,0.6996102868787147,49773.96375344011,110.89639124266456,49388.10419626745,110.03669614928387,lpr:total_combined:bdpl,2.3278124852500133,6.272187514749986,2.664153731853429,5.9358462681465705,11872492.260370716,0.6881154406599326,-0.3363412466034159,0.3363412466034159,-0.3363412466034159,0.3363412466034159,0.0,False
T_factor_0p800,0,-2.0,0.8,1360.0,0.022190548492442994,gen=44_member=5578_pso,50,10529000.0,0.716879,10529046.22432401,0.7195270161129483,45321.15226539255,100.9755272472946,43781.85514960589,97.54597327332193,lpr:total_combined:bdpl,1.3961740284266306,7.2038259715733695,1.613148945323405,6.9868510546765945,10529046.22432401,0.7168791997941185,-0.21697491689677428,0.21697491689677495,-0.21697491689677495,0.21697491689677495,0.0,False
