member,generation,scenario,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,z_score,parameter_factor,parameter_value,base_parameter_value,probability_weight,parameter_name,parameter_label,parameter_symbol
gen=40_member=6879_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.52546,35.52547804840835,114.13800724840836,3.47595,3.2474578440432738,5.352542155956726,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=31_member=5217_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.452308,36.4522647735805,115.0647939735805,3.94088,3.6990206201515208,4.900979379848479,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7215_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.9225632,34.92253563470857,113.53506483470858,3.17583,2.961905980909983,5.638094019090017,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6211_pso,50,storage_zplus_1p20,,,1.12,0.1344,20.6564564,20.656455308041814,99.2689845080418,1.01369,0.9152624090503886,7.684737590949611,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6803_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.8223768,33.822321012801254,112.43485021280124,2.72359,2.5314573376784995,6.0685426623215,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=30_member=5155_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.1209288,34.12094915647915,112.73347835647915,2.84803,2.651774314677439,5.94822568532256,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=32_member=5405_pso,50,storage_zplus_1p20,,,1.12,0.1344,27.8664872,27.86653650330677,106.47906570330676,1.47179,1.34185569537076,7.25814430462924,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6224_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.2442864,35.24434680969291,113.85687600969293,3.32624,3.104076201992927,5.495923798007073,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=36_member=6188_pso,50,storage_zplus_1p20,,,1.12,0.1344,26.5450604,26.54503702240775,105.15756622240777,1.34227,1.2196908984269408,7.380309101573059,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7508_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.030844,35.030748929325185,113.64327812932515,3.22133,3.003934014150832,5.596065985849167,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8233_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.6763692,34.67641402474263,113.28894322474264,3.06245,2.8557845081269284,5.744215491873071,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=27_member=4602_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.533998,31.534063129350688,110.1465923293507,2.12737,1.963233988264868,6.636766011735132,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5714_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.1605672963732663,5.439432703626734,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=33_member=5592_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.2822598640065923,6.317740135993407,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7897_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.6601048,34.66001472979494,113.27254392979496,3.05438,2.8489746752874447,5.751025324712555,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7516_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.109196,36.10912532430648,114.72165452430647,3.75377,3.519705113623438,5.080294886376562,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8023_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.075776,36.0756878960716,114.68821709607164,3.73629,3.502973845920228,5.097026154079772,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7367_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.8665668,35.86655852747779,114.4790877274778,3.64645,3.4132631259543365,5.186736874045663,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6969_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.0139848,34.01408910075473,112.62661830075474,2.81773,2.616825938887488,5.983174061112512,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5825_pso,50,storage_zplus_1p20,,,1.12,0.1344,21.68730744,21.6872977704652,100.2998269704652,1.03166,0.9295740710914436,7.670425928908556,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6799_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,2.9742480946766383,5.625751905323361,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=36_member=6120_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.9581376,35.95802982865704,114.57055902865704,3.68918,3.457457244034876,5.142542755965124,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7295_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.2375342456099205,5.36246575439008,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=37_member=6202_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.7656344,29.765572548609317,108.37810174860932,1.7877,1.6422683239530078,6.957731676046992,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6991_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.3934888,36.393381324833584,115.00591052483358,3.91812,3.676833058917597,4.923166941082403,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5786_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.6983528,35.69845644451818,114.31098564451818,3.5556,3.32531898568589,5.27468101431411,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7820_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.8603284,35.860377441964175,114.47290664196416,3.63264,3.401331016842154,5.198668983157845,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8399_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.851862,35.85181623963164,114.46434543963164,3.62622,3.3951744574132703,5.204825542586729,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=34_member=5808_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.4961996,36.496093279758526,115.10862247975852,3.95771,3.7179014589208266,4.8820985410791735,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7329_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.9811596,34.981147257172495,113.59367645717248,3.19666,2.98065190924143,5.619348090758569,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7088_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.7903692,35.79047148072272,114.40300068072273,3.60323,3.3722123106056427,5.227787689394357,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7708_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.8571336,33.85718549462576,112.46971469462578,2.7429,2.549129850928519,6.05087014907148,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=32_member=5495_pso,50,storage_zplus_1p20,,,1.12,0.1344,25.9223344,25.92224315458362,104.5347723545836,1.29931,1.1776517803359732,7.422348219664027,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6992_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.8253488,35.82539989519937,114.43792909519937,3.61253,3.3820422841736297,5.21795771582637,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7474_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.6065592,35.60659604089044,114.21912524089043,3.50006,3.271507237580503,5.328492762419497,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6529_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.6110888,34.611036113818564,113.22356531381855,3.04111,2.8364008231615645,5.763599176838435,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6418_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.4430976,34.44301031817496,113.05553951817495,2.97833,2.7773699241065617,5.8226300758934375,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7193_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.445622,33.44556490244684,112.05809410244684,2.62386,2.4365948313938324,6.163405168606167,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6846_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.0759968,33.07610629167887,111.68863549167888,2.5122,2.3305654040584427,6.269434595941557,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7137_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.7997984,31.799870105395676,110.41239930539568,2.16651,2.001433845523096,6.598566154476904,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6951_pso,50,storage_zplus_1p20,,,1.12,0.1344,31.7882128,31.788273688982024,110.40080288898204,2.16614,2.0028462943108334,6.597153705689166,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7514_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.4076724,34.40775328560086,113.02028248560086,2.96984,2.7682959814274817,5.831704018572518,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=26_member=4423_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.826238,32.826298754166096,111.43882795416609,2.44423,2.267164999483725,6.332835000516274,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=30_member=5151_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.297462,36.2973927021264,114.9099219021264,3.85519,3.61823011819825,4.98176988180175,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=36_member=6144_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.510606,34.510550189225945,113.12307938922596,3.00686,2.8043228870888246,5.795677112911175,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6946_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.683425199999995,35.683385394119824,114.29591459411984,3.5443,3.315149305904783,5.2848506940952165,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7239_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.7208556,35.72083483075705,114.33336403075704,3.56889,3.33830249287612,5.26169750712388,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=20_member=3413_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.9545708,32.95461211746549,111.5671413174655,2.47644,2.297583847969036,6.302416152030965,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5913_pso,50,storage_zplus_1p20,,,1.12,0.1344,21.26195996,21.261970620979778,99.87449982097976,1.01633,0.9160121812613026,7.683987818738697,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7945_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.610420399999995,34.610460392456865,113.22298959245688,3.03486,2.830576364832297,5.769423635167703,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=31_member=5214_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.4428012,35.44276706150495,114.05529626150496,3.42253,3.196159021342278,5.403840978657722,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5893_pso,50,storage_zplus_1p20,,,1.12,0.1344,16.002053,16.002041893722712,94.61457109372272,0.813288,0.7330821665610028,7.866917833438997,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7082_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.697386,33.697411190937146,112.30994039093714,2.69841,2.50745922790976,6.09254077209024,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7534_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.346848,34.34682017838482,112.95934937838484,2.93385,2.734197325336121,5.865802674663879,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7645_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.619036,35.61911037390231,114.23163957390231,3.51669,3.2881929867251287,5.311807013274871,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=39_member=6590_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.736378,36.73640015568762,115.3489293556876,4.09121,3.8470830086374783,4.752916991362522,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6398_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.0974612,35.09741973001883,113.70994893001884,3.25449,3.03558148995144,5.56441851004856,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=45_member=7594_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.3103844,36.31039554746737,114.9229247474674,3.8606,3.623571465228805,4.976428534771195,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=48_member=8227_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.9072636,33.90734269461019,112.51987189461022,2.7553,2.560745505098216,6.039254494901783,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=30_member=5150_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.47793,36.47794126781239,115.0904704678124,3.95517,3.715205438620552,4.884794561379447,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8327_pso,50,storage_zplus_1p20,,,1.12,0.1344,30.106964,30.10695679161178,108.7194859916118,1.80674,1.659199400250418,6.940800599749582,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=43_member=7261_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.4863208,34.48623759426499,113.098766794265,2.98936,2.787801067193815,5.812198932806185,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=36_member=6133_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.422054062473577,5.177945937526422,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=41_member=6892_pso,50,storage_zplus_1p20,,,1.12,0.1344,29.7658572,29.76585730134148,108.37838650134148,1.79322,1.6475120710656797,6.95248792893432,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=8012_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.4681323522382645,5.131867647761736,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=47_member=7966_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.510322245927139,6.089677754072861,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8363_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.214882781034978,5.385117218965021,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7456_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.4550552,35.454985598383615,114.0675147983836,3.43116,3.204443912340987,5.3955560876590125,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6804_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.5288756,34.528979791643806,113.14150899164382,3.01687,2.814255082920465,5.785744917079535,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6471_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.0604764,35.06049322067706,113.67302242067706,3.24426,3.0256362683262648,5.574363731673735,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=22_member=3634_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.4875084,33.48751472965719,112.1000439296572,2.63496,2.4475005939735497,6.15249940602645,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=44_member=7539_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.4831798999378405,5.116820100062159,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=49_member=8356_pso,50,storage_zplus_1p20,,,1.12,0.1344,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.277373289467549,6.32262671053245,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=46_member=7849_pso,50,storage_zplus_1p20,,,1.12,0.1344,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.5230060270791346,6.0769939729208655,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=42_member=7200_pso,50,storage_zplus_1p20,,,1.12,0.1344,35.3322924,35.33222140569574,113.94475060569572,3.37515,3.150782742991073,5.449217257008926,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=38_member=6459_pso,50,storage_zplus_1p20,,,1.12,0.1344,36.7359324,36.73590992805043,115.34843912805044,4.07908,3.835619940248652,4.764380059751348,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=40_member=6838_pso,50,storage_zplus_1p20,,,1.12,0.1344,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.292944363875538,7.307055636124462,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
gen=35_member=5994_pso,50,storage_zplus_1p20,,,1.12,0.1344,34.683276,34.68326987798987,113.29579907798986,3.07603,2.8681080858574024,5.731891914142597,1.2000000000000002,1.12,0.13440000000000002,0.12,0.07981140824009199,storage,Storage,S
