member,generation,scenario,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,z_score,parameter_factor,parameter_value,base_parameter_value,probability_weight,parameter_name,parameter_label,parameter_symbol
gen=40_member=6803_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.8223768,33.822321012801254,112.43485021280124,2.72359,2.6560208058367487,5.943979194163251,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=30_member=5155_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.1209288,34.12094915647915,112.73347835647915,2.84803,2.7790513723209957,5.820948627679004,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=32_member=5405_pso,50,storage_zplus_0p40,,,1.04,0.1248,27.8664872,27.86653650330677,106.47906570330676,1.47179,1.425405210978905,7.174594789021095,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=37_member=6224_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.2442864,35.24434680969291,113.85687600969293,3.32624,3.248301336268762,5.351698663731238,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=36_member=6188_pso,50,storage_zplus_0p40,,,1.04,0.1248,26.5450604,26.54503702240775,105.15756622240777,1.34227,1.2991074590547116,7.300892540945288,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7508_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.030844,35.030748929325185,113.64327812932515,3.22133,3.145016278469539,5.454983721530461,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=48_member=8233_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.6763692,34.67641402474263,113.28894322474264,3.06245,2.989824621108662,5.610175378891338,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=27_member=4602_pso,50,storage_zplus_0p40,,,1.04,0.1248,31.533998,31.534063129350688,110.1465923293507,2.12737,2.0694978034351954,6.530502196564804,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5714_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.299400762770132,5.300599237229868,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=33_member=5592_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.397451505895617,6.202548494104383,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7897_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.6601048,34.66001472979494,113.27254392979496,3.05438,2.982215925892824,5.617784074107176,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7516_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.109196,36.10912532430648,114.72165452430647,3.75377,3.67176907713871,4.92823092286129,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=8023_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.075776,36.0756878960716,114.68821709607164,3.73629,3.654546036917051,4.945453963082949,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7367_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.8665668,35.86655852747779,114.4790877274778,3.64645,3.5647768552531764,5.035223144746823,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6969_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.0139848,34.01408910075473,112.62661830075474,2.81773,2.747014558748412,5.8529854412515885,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5825_pso,50,storage_zplus_0p40,,,1.04,0.1248,21.68730744,21.6872977704652,100.2998269704652,1.03166,0.995576729895152,7.604423270104847,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=40_member=6799_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,3.1141741415048143,5.485825858495185,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=36_member=6120_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.9581376,35.95802982865704,114.57055902865704,3.68918,3.607987185103597,4.992012814896403,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7295_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.3836859259514216,5.216314074048578,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=37_member=6202_pso,50,storage_zplus_0p40,,,1.04,0.1248,29.7656344,29.765572548609317,108.37810174860932,1.7877,1.7363873120102722,6.863612687989727,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6991_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.3934888,36.393381324833584,115.00591052483358,3.91812,3.8336286879240977,4.766371312075902,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5786_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.6983528,35.69845644451818,114.31098564451818,3.5556,3.4748288244674623,5.125171175532538,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7820_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.8603284,35.860377441964175,114.47290664196416,3.63264,3.551575933734483,5.048424066265516,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=49_member=8399_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.851862,35.85181623963164,114.46434543963164,3.62622,3.5452528872502582,5.054747112749741,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5808_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.4961996,36.496093279758526,115.10862247975852,3.95771,3.873696012177674,4.726303987822325,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7329_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.9811596,34.981147257172495,113.59367645717248,3.19666,3.120822530660667,5.479177469339333,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7088_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.7903692,35.79047148072272,114.40300068072273,3.60323,3.522300877304932,5.077699122695067,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=45_member=7708_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.8571336,33.85718549462576,112.46971469462578,2.7429,2.6747353099589355,5.925264690041065,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=32_member=5495_pso,50,storage_zplus_0p40,,,1.04,0.1248,25.9223344,25.92224315458362,104.5347723545836,1.29931,1.256476311457405,7.343523688542595,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6992_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.8253488,35.82539989519937,114.43792909519937,3.61253,3.5317573252097,5.0682426747903,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7474_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.6065592,35.60659604089044,114.21912524089043,3.50006,3.419976746845647,5.180023253154353,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6529_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.6110888,34.611036113818564,113.22356531381855,3.04111,2.969184373742604,5.630815626257396,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6418_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.4430976,34.44301031817496,113.05553951817495,2.97833,2.9077289680104075,5.692271031989592,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7193_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.445622,33.44556490244684,112.05809410244684,2.62386,2.557971515151241,6.042028484848759,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=40_member=6846_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.0759968,33.07610629167887,111.68863549167888,2.5122,2.448218639762578,6.151781360237422,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7137_pso,50,storage_zplus_0p40,,,1.04,0.1248,31.7997984,31.799870105395676,110.41239930539568,2.16651,2.108301188824341,6.491698811175658,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6951_pso,50,storage_zplus_0p40,,,1.04,0.1248,31.7882128,31.788273688982024,110.40080288898204,2.16614,2.1085914524323663,6.491408547567634,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7514_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.4076724,34.40775328560086,113.02028248560086,2.96984,2.8990135452815684,5.700986454718431,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=26_member=4423_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.826238,32.826298754166096,111.43882795416609,2.44423,2.3818502633811955,6.218149736618804,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=30_member=5151_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.297462,36.2973927021264,114.9099219021264,3.85519,3.772156336416132,4.827843663583868,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=36_member=6144_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.510606,34.510550189225945,113.12307938922596,3.00686,2.9357004632437245,5.664299536756275,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6946_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.683425199999995,35.683385394119824,114.29591459411984,3.5443,3.464011094820896,5.135988905179104,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7239_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.7208556,35.72083483075705,114.33336403075704,3.56889,3.488105409939647,5.111894590060352,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=20_member=3413_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.9545708,32.95461211746549,111.5671413174655,2.47644,2.413438127044636,6.186561872955364,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=35_member=5913_pso,50,storage_zplus_0p40,,,1.04,0.1248,21.26195996,21.261970620979778,99.87449982097976,1.01633,0.9808581747134834,7.619141825286516,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=7945_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.610420399999995,34.610460392456865,113.22298959245688,3.03486,2.963084781965833,5.636915218034167,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=31_member=5214_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.4428012,35.44276706150495,114.05529626150496,3.42253,3.3431912363548357,5.256808763645164,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=35_member=5893_pso,50,storage_zplus_0p40,,,1.04,0.1248,16.002053,16.002041893722712,94.61457109372272,0.813288,0.7848918100683222,7.815108189931678,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7082_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.697386,33.697411190937146,112.30994039093714,2.69841,2.6312514790894643,5.968748520910536,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7534_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.346848,34.34682017838482,112.95934937838484,2.93385,2.863689928073901,5.736310071926098,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=45_member=7645_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.619036,35.61911037390231,114.23163957390231,3.51669,3.436590174357305,5.163409825642695,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=39_member=6590_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.736378,36.73640015568762,115.3489293556876,4.09121,4.005698587522769,4.594301412477231,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6398_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.0974612,35.09741973001883,113.70994893001884,3.25449,3.1776763152964937,5.422323684703506,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=45_member=7594_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.3103844,36.31039554746737,114.9229247474674,3.8606,3.777542542680985,4.822457457319015,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=48_member=8227_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.9072636,33.90734269461019,112.51987189461022,2.7553,2.686867945786637,5.913132054213363,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=30_member=5150_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.47793,36.47794126781239,115.0904704678124,3.95517,3.871110570519937,4.728889429480063,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=49_member=8327_pso,50,storage_zplus_0p40,,,1.04,0.1248,30.106964,30.10695679161178,108.7194859916118,1.80674,1.7546708718526378,6.845329128147362,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7261_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.4863208,34.48623759426499,113.098766794265,2.98936,2.9185488308834886,5.681451169116511,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=36_member=6133_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.572578103891012,5.027421896108988,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6892_pso,50,storage_zplus_0p40,,,1.04,0.1248,29.7658572,29.76585730134148,108.37838650134148,1.79322,1.741813691899759,6.85818630810024,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=8012_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.61943804799358,4.98056195200642,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=7966_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.634083141521412,5.965916858478588,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=49_member=8363_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.3608940270522814,5.239105972947718,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7456_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.4550552,35.454985598383615,114.0675147983836,3.43116,3.351693745629853,5.248306254370146,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=40_member=6804_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.5288756,34.528979791643806,113.14150899164382,3.01687,2.945689998305423,5.654310001694577,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6471_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.0604764,35.06049322067706,113.67302242067706,3.24426,3.1675459158996326,5.432454084100368,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=22_member=3634_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.4875084,33.48751472965719,112.1000439296572,2.63496,2.569000504586873,6.030999495413127,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7539_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.634259544074659,4.96574045592534,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=49_member=8356_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.392464628566544,6.207535371433456,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7849_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.6472384635250825,5.952761536474917,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7200_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.3322924,35.33222140569574,113.94475060569572,3.37515,3.2964296310124634,5.303570368987536,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6459_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.7359324,36.73590992805043,115.34843912805044,4.07908,3.993792076957447,4.606207923042552,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=40_member=6838_pso,50,storage_zplus_0p40,,,1.04,0.1248,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.3754051271945933,7.224594872805406,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=35_member=5994_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.683276,34.68326987798987,113.29579907798986,3.07603,3.002940481149318,5.597059518850681,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=39_member=6670_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.435669600000004,32.43577512726643,111.04830432726642,2.33137,2.2709014675536463,6.329098532446354,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=48_member=8120_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.0494856,36.049477181493145,114.66200638149316,3.72385,3.642298532552743,4.957701467447256,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=7929_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.2756256,33.27569117913837,111.88822037913836,2.58067,2.515384634815688,6.084615365184312,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=32_member=5467_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.4252,35.42529510560696,114.03782430560696,3.40923,3.3300522783948625,5.269947721605137,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=45_member=7589_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.2645612,35.264548182297666,113.87707738229766,3.34169,3.2639406533065243,5.336059346693475,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7063_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.7798956,32.77998072785285,111.39250992785288,2.41578,2.353944008642672,6.246055991357327,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7783_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.2509704,35.250884894283324,113.86341409428331,3.33505,3.256868137628735,5.343131862371265,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=42_member=7112_pso,50,storage_zplus_0p40,,,1.04,0.1248,29.9550144,29.954952265185444,108.56748146518542,1.80414,1.75256753272979,6.84743246727021,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7278_pso,50,storage_zplus_0p40,,,1.04,0.1248,26.961028,26.96102909294159,105.5735582929416,1.36641,1.32191084404406,7.278089155955939,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=48_member=8123_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.7057052,35.70569359544761,114.31822279544762,3.56822,3.487531220756002,5.112468779243997,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6409_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.5586572,35.558655547749574,114.17118474774956,3.48534,3.405106178307155,5.194893821692845,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=36_member=6139_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.7221188,36.722176673504485,115.33470587350448,4.07625,3.9910042788526927,4.608995721147307,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=40_member=6783_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.2880288,34.28795088667764,112.90048008667765,2.92983,2.856887957644947,5.743112042355053,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=29_member=4924_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.3221908,33.32221023991749,111.93473943991748,2.58783,2.522549921800059,6.0774500781999405,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7822_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.6993932,36.69936383186918,115.31189303186918,4.06609,3.980785882495823,4.6192141175041765,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=33_member=5655_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.6303988,35.630370058555734,114.24289925855572,3.51718,3.437118670018565,5.162881329981435,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=31_member=5227_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.1920756,33.191986899653344,111.80451609965334,2.57051,2.5057740629718825,6.094225937028117,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7810_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.574104,34.57406416730866,113.18659336730867,3.02342,2.951964726686501,5.648035273313498,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=28_member=4720_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.3848732,35.38488870745046,113.99741790745044,3.39794,3.318952781327716,5.281047218672284,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=31_member=5250_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.0534204,34.05351185359164,112.66604105359164,2.82385,2.752908102981393,5.847091897018607,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7862_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.5019168,34.50190548961805,113.11443468961808,2.9983,2.92746418785294,5.67253581214706,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=29_member=4911_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.8640404,33.86401239624249,112.47654159624248,2.75415,2.6862443313456468,5.913755668654353,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7385_pso,50,storage_zplus_0p40,,,1.04,0.1248,26.11773,26.117703630103588,104.73023283010356,1.30432,1.261685501817681,7.338314498182319,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5724_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.5597712,35.55966917902097,114.17219837902098,3.48909,3.408879968775756,5.191120031224244,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=39_member=6557_pso,50,storage_zplus_0p40,,,1.04,0.1248,30.9518216,30.95190437561837,109.56443357561837,1.98352,1.928526333131418,6.6714736668685815,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=43_member=7341_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.697461600000004,35.69752068422161,114.3100498842216,3.54777,3.4672666486543373,5.132733351345662,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=37_member=6349_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.8629264,33.862942575484915,112.47547177548492,2.74347,2.6753320657155477,5.924667934284452,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=41_member=6889_pso,50,storage_zplus_0p40,,,1.04,0.1248,27.384348,27.38432060845482,105.9968498084548,1.4106,1.3658394502228528,7.234160549777147,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=47_member=8010_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.483498,33.48339815320258,112.09592735320258,2.63426,2.5680978144691835,6.031902185530816,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=38_member=6465_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.5849476,35.58483752237572,114.19736672237572,3.49711,3.416752018937565,5.183247981062435,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=29_member=4976_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.8534196,32.85346614458213,111.46599534458214,2.44488,2.3824958314518114,6.217504168548189,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5729_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.1272428,36.12729970982421,114.7398289098242,3.76248,3.680495880258784,4.919504119741216,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7888_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.7834604,32.783404919650515,111.3959341196505,2.41843,2.356546983058437,6.2434530169415625,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=46_member=7821_pso,50,storage_zplus_0p40,,,1.04,0.1248,31.01933,31.019254054929405,109.63178325492942,1.99327,1.938122763475228,6.661877236524772,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=48_member=8165_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.0845388,35.08459194378328,113.69712114378328,3.24714,3.1704392327218973,5.429560767278103,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=36_member=6131_pso,50,storage_zplus_0p40,,,1.04,0.1248,36.0098272,36.00986073528155,114.62238993528156,3.70849,3.626845899889142,4.9731541001108575,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=32_member=5391_pso,50,storage_zplus_0p40,,,1.04,0.1248,33.2615892,33.261505768011496,111.8740349680115,2.57343,2.5084986075184807,6.091501392481519,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=34_member=5740_pso,50,storage_zplus_0p40,,,1.04,0.1248,27.0249716,27.025055498234494,105.63758469823448,1.37217,1.328263472011977,7.271736527988023,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=35_member=5978_pso,50,storage_zplus_0p40,,,1.04,0.1248,35.7979444,35.798046250315835,114.41057545031585,3.60663,3.525799926252081,5.074200073747919,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=32_member=5373_pso,50,storage_zplus_0p40,,,1.04,0.1248,34.4901084,34.49010839919886,113.10263759919886,2.995,2.9232930068827367,5.676706993117263,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
gen=44_member=7565_pso,50,storage_zplus_0p40,,,1.04,0.1248,32.9715036,32.97144846847227,111.58397766847226,2.47831,2.415094016807349,6.1849059831926505,0.40000000000000036,1.04,0.1248,0.12,0.1513608096777361,storage,Storage,S
