,member,Total Pumping (cfs),Streamflow (cfs),Depletion (cfs)
9992,gen=46_member=7866_pso,25.3281268,8.5161166,0.0838834
9993,gen=42_member=7085_pso,35.193488,8.050067,0.549933
9994,gen=28_member=4705_pso,35.9873244,7.912725999999999,0.687274
9995,gen=31_member=5195_pso,37.0398316,7.72499,0.87501
9996,gen=32_member=5470_pso,36.58286879999999,7.812075,0.787925
9997,gen=48_member=8164_pso,32.7946004,8.299574,0.300426
9998,gen=32_member=5397_pso,37.2517144,7.682913999999999,0.917086
9999,gen=43_member=7358_pso,31.9430588,8.355879999999999,0.24412
10000,gen=29_member=4908_pso,35.031957999999996,8.074887,0.525113
10001,gen=31_member=5223_pso,31.6055168,8.375764,0.224236
10003,gen=32_member=5467_pso,37.0474068,7.72209,0.87791
10004,gen=27_member=4518_pso,32.9608092,8.286086,0.313914
10005,gen=41_member=6992_pso,37.1583612,7.702356999999999,0.897643
10006,gen=32_member=5439_pso,36.904146399999995,7.752891,0.847109
10008,gen=45_member=7688_pso,36.4275772,7.838983,0.761017
10009,gen=34_member=5696_pso,33.297014399999995,8.261079,0.338921
10010,gen=32_member=5364_pso,34.0184408,8.205677999999999,0.394322
10011,gen=35_member=5877_pso,32.9853172,8.285885,0.314115
10012,gen=49_member=8392_pso,33.6231936,8.237674,0.362326
10013,gen=40_member=6799_pso,36.1149888,7.892270999999999,0.707729
10014,gen=33_member=5597_pso,37.0291372,7.728142,0.871858
10015,gen=43_member=7303_pso,34.5839072,8.148299999999999,0.4517
10016,gen=44_member=7496_pso,35.8171052,7.944350999999999,0.655649
10017,gen=49_member=8281_pso,36.5195936,7.822562,0.777438
10018,gen=39_member=6615_pso,36.885208399999996,7.756571999999999,0.843428
10019,gen=28_member=4724_pso,35.763856,7.952732999999999,0.647267
10020,gen=43_member=7356_pso,35.3086756,8.030688,0.569312
10021,gen=39_member=6600_pso,34.2169556,8.18843,0.41157
10022,gen=41_member=6956_pso,35.2777064,8.035599,0.564401
10023,gen=48_member=8112_pso,37.317440399999995,7.668857999999999,0.931142
10024,gen=40_member=6874_pso,36.3065968,7.859112,0.740888
