member,generation,raw_total_pumping_cfs,effective_total_pumping_cfs,T_value__T_minus_10pct,T_value__T_plus_10pct,T_value__baseline_T,absolute_streamflow_error_cfs__T_minus_10pct,absolute_streamflow_error_cfs__T_plus_10pct,absolute_streamflow_error_cfs__baseline_T,depletion_cfs__T_minus_10pct,depletion_cfs__T_plus_10pct,depletion_cfs__baseline_T,depletion_change_from_baseline_cfs__T_minus_10pct,depletion_change_from_baseline_cfs__T_plus_10pct,depletion_change_from_baseline_cfs__baseline_T,streamflow_cfs__T_minus_10pct,streamflow_cfs__T_plus_10pct,streamflow_cfs__baseline_T,streamflow_change_from_baseline_cfs__T_minus_10pct,streamflow_change_from_baseline_cfs__T_plus_10pct,streamflow_change_from_baseline_cfs__baseline_T,streamflow_shortfall_below_baseline_cfs__T_minus_10pct,streamflow_shortfall_below_baseline_cfs__T_plus_10pct,streamflow_shortfall_below_baseline_cfs__baseline_T
gen=35_member=4371_pso,50,109.40350715755716,108.63855991370374,1530.0,1870.0000000000002,1700.0,0.15213191982738117,0.14205528089024178,0.0,2.283906014352471,2.5780932150700946,2.4360379341798524,-0.15213191982738117,0.14205528089024222,0.0,6.316093985647528,6.0219067849299055,6.163962065820147,0.15213191982738117,-0.14205528089024178,0.0,0.0,0.14205528089024178,0.0
gen=35_member=4383_pso,50,98.91353384100007,97.35903839517434,1530.0,1870.0000000000002,1700.0,0.10409794601611111,0.09874037568676908,0.0,1.4864647281584709,1.689303049861351,1.5905626741745822,-0.10409794601611133,0.09874037568676886,0.0,7.113535271841529,6.910696950138648,7.0094373258254175,0.10409794601611111,-0.09874037568676908,0.0,0.0,0.09874037568676908,0.0
gen=35_member=4426_pso,50,112.00787006888845,112.00787006888845,1530.0,1870.0000000000002,1700.0,0.18308435587926297,0.17165403726229123,0.0,2.8899463748554624,3.244684767997017,3.0730307307347253,-0.18308435587926297,0.17165403726229167,0.0,5.710053625144537,5.355315232002983,5.526969269265274,0.18308435587926297,-0.17165403726229123,0.0,0.0,0.17165403726229123,0.0
gen=35_member=4441_pso,50,112.7408049492039,112.55041235853676,1530.0,1870.0000000000002,1700.0,0.1945774889990961,0.18217136627575847,0.0,3.203184731430501,3.579933586705355,3.397762220429597,-0.1945774889990961,0.18217136627575803,0.0,5.396815268569499,5.020066413294645,5.202237779570403,0.1945774889990961,-0.18217136627575847,0.0,0.0,0.18217136627575847,0.0
gen=35_member=4446_pso,50,108.73697829937431,105.4367433639537,1530.0,1870.0000000000002,1700.0,0.13661642798145923,0.12837129029417227,0.0,1.9767888312284034,2.2417765495040345,2.113405259209862,-0.1366164279814588,0.12837129029417227,0.0,6.623211168771596,6.358223450495965,6.486594740790137,0.13661642798145923,-0.12837129029417227,0.0,0.0,0.12837129029417227,0.0
gen=36_member=4494_pso,50,98.48460680972522,96.85103265995991,1530.0,1870.0000000000002,1700.0,0.10311252371290891,0.09772631803920984,0.0,1.4788802925425768,1.679719134294696,1.5819928162554864,-0.10311252371290958,0.09772631803920961,0.0,7.121119707457423,6.920280865705304,7.018007183744514,0.10311252371290891,-0.09772631803920984,0.0,0.0,0.09772631803920984,0.0
gen=36_member=4525_pso,50,104.19322171008152,103.08180649590791,1530.0,1870.0000000000002,1700.0,0.12448767578159448,0.11753785417244611,0.0,1.824552092925339,2.0665776228793797,1.9490397687069334,-0.12448767578159448,0.11753785417244633,0.0,6.7754479070746605,6.53342237712062,6.650960231293066,0.12448767578159448,-0.11753785417244611,0.0,0.0,0.11753785417244611,0.0
gen=36_member=4531_pso,50,113.7461384682562,113.7461384682562,1530.0,1870.0000000000002,1700.0,0.21641341611619946,0.20134550755483271,0.0,3.8184120952983847,4.236171018969417,4.034825511414584,-0.21641341611619946,0.20134550755483271,0.0,4.781587904701615,4.363828981030583,4.5651744885854155,0.21641341611619946,-0.20134550755483271,0.0,0.0,0.20134550755483271,0.0
gen=36_member=4573_pso,50,95.34454684297248,94.42085314682879,1530.0,1870.0000000000002,1700.0,0.09614311919478435,0.09123339659735841,0.0,1.3708931071095682,1.5582696229017106,1.4670362263043522,-0.09614311919478391,0.09123339659735841,0.0,7.229106892890432,7.041730377098289,7.132963773695647,0.09614311919478435,-0.09123339659735841,0.0,0.0,0.09123339659735841,0.0
gen=36_member=4595_pso,50,112.83089954214338,112.53138228389614,1530.0,1870.0000000000002,1700.0,0.1906031859137105,0.17885678448473463,0.0,2.9975757442099176,3.367035714608363,3.188178930123629,-0.1906031859137114,0.1788567844847342,0.0,5.602424255790082,5.2329642853916365,5.411821069876371,0.1906031859137105,-0.17885678448473463,0.0,0.0,0.17885678448473463,0.0
