member,generation,scenario,scenario_label,T_factor,S_factor,T_value,S_value,base_T_value,base_S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs
gen=48_member=8234_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,23.7818948,23.781937390842728,102.39446659084273,1.1268,0.9542101619221782,7.645789838077821
gen=42_member=7080_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.2182188,35.21819334968434,113.83072254968432,3.313,2.961165277960775,5.638834722039224
gen=47_member=8007_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.1347424,34.13470291303967,112.74723211303967,2.85212,2.531860007548021,6.068139992451979
gen=35_member=5961_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.8771876,36.87726444522587,115.48979364522586,4.16397,3.770270091467225,4.829729908532775
gen=31_member=5281_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.1156552,33.11569694121411,111.72822614121412,2.52766,2.240161582795378,6.359838417204622
gen=44_member=7417_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,28.040048399999996,28.04007293817745,106.65260213817746,1.50233,1.298240058136292,7.301759941863708
gen=32_member=5429_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.214580399999996,36.214597535229515,114.82712673522953,3.8078,3.4317643702258405,5.168235629774159
gen=37_member=6347_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.6629276,35.66303769617801,114.275566896178,3.52921,3.1657022912074186,5.434297708792581
gen=42_member=7094_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.7239728,32.72396444274264,111.33649364274265,2.40462,2.1279125784225945,6.472087421577405
gen=45_member=7577_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.348481199999995,33.348578128286576,111.96110732828657,2.59343,2.299957642325299,6.3000423576747
gen=38_member=6402_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.511791600000002,30.51186014513365,109.12438934513365,1.8927,1.65324985930658,6.946750140693419
gen=31_member=5196_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,37.154128,37.154036317385696,115.76656551738569,4.37901,3.97162299676758,4.628377003232419
gen=41_member=6995_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.0581728,33.05810757863159,111.6706367786316,2.50823,2.2226183829196895,6.37738161708031
gen=39_member=6611_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.8961992,35.89623286365389,114.5087620636539,3.66312,3.2954020263015225,5.304597973698478
gen=49_member=8310_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.436708,30.43676948862573,109.04929868862573,1.88142,1.6420110350783925,6.957988964921607
gen=41_member=6917_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.7027312,30.7026693264571,109.3151985264571,1.93448,1.6920220722031254,6.907977927796875
gen=42_member=7156_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.610492,30.610510708305725,109.22303990830572,1.91823,1.6768762873805543,6.923123712619446
gen=29_member=4898_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.9271684,35.92717187396659,114.5397010739666,3.68037,3.304451446016599,5.295548553983401
gen=47_member=7961_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.81844,32.81846706326812,111.43099626326813,2.42627,2.147155312800471,6.452844687199528
gen=31_member=5213_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.374698,34.37459988167344,112.98712908167344,2.94698,2.6285615131640574,5.971438486835942
gen=33_member=5529_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,18.329822840000002,18.32982475749499,96.94235395749497,0.902294,0.761644261228939,7.83835573877106
gen=41_member=6902_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,29.628389600000002,29.628353465378915,108.24088266537892,1.72975,1.504618312551316,7.0953816874486835
gen=43_member=7373_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.566823199999998,30.566917442941545,109.17944664294156,1.90841,1.6674550325179807,6.932544967482019
gen=43_member=7354_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.3656388,36.365559376347385,114.97808857634739,3.91205,3.531135550337119,5.068864449662881
gen=48_member=8255_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,18.692073360000002,18.692080334260165,97.30460953426017,0.907206,0.7664226593971124,7.833577340602887
gen=38_member=6443_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,31.6712428,31.67115470758055,110.28368390758054,2.14746,1.889591952860027,6.710408047139973
gen=47_member=7988_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.769794,30.769795007202468,109.38232420720249,1.94462,1.70081512266374,6.89918487733626
gen=37_member=6360_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,28.05609,28.056013799679008,106.668542999679,1.51193,1.3020963983867195,7.29790360161328
gen=48_member=8171_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.994082,34.99403631605541,113.60656551605543,3.20978,2.8658712140363236,5.7341287859636765
gen=45_member=7732_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,28.232101999999998,28.232171596528566,106.84470079652857,1.52704,1.3189108127057996,7.2810891872942
gen=35_member=5956_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.0774828,34.07740547464268,112.6899346746427,2.82984,2.5105498266967583,6.089450173303241
gen=45_member=7623_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,26.867897600000003,26.867886619436277,105.48041581943627,1.35875,1.1594537201790953,7.4405462798209046
gen=34_member=5765_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.9233032,30.92338623359191,109.5359154335919,1.98173,1.7352563982158922,6.864743601784108
gen=38_member=6501_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.3964568,32.396349530682755,111.00887873068277,2.32041,2.0490818546614142,6.550918145338585
gen=48_member=8203_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.4539392,32.453841272609736,111.06637047260975,2.33521,2.0634213057605426,6.5365786942394575
gen=47_member=7974_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.0424296,35.04236881028093,113.65489801028093,3.23167,2.885635060544991,5.714364939455009
gen=42_member=7123_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.3967552,34.396745119239434,113.00927431923942,2.95964,2.642497182306357,5.957502817693642
gen=30_member=5110_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.395271199999996,36.39534938259375,115.00787858259373,3.93251,3.55148081013946,5.0485191898605395
gen=40_member=6879_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.52546,35.52547804840835,114.13800724840836,3.47595,3.1128318033147178,5.487168196685282
gen=31_member=5217_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.452308,36.4522647735805,115.0647939735805,3.94088,3.5560216703787804,5.043978329621219
gen=42_member=7215_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.9225632,34.92253563470857,113.53506483470858,3.17583,2.836480819549599,5.7635191804504
gen=37_member=6211_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,20.656456399999996,20.656455308041814,99.26898450804181,1.01369,0.8585195198814862,7.741480480118513
gen=40_member=6803_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.8223768,33.822321012801254,112.43485021280125,2.72359,2.419131534999111,6.180868465000889
gen=30_member=5155_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.1209288,34.12094915647915,112.73347835647915,2.84803,2.53684960532959,6.0631503946704095
gen=32_member=5405_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,27.866487199999998,27.866536503306772,106.47906570330677,1.47179,1.2677310815153486,7.332268918484651
gen=37_member=6224_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.2442864,35.24434680969291,113.85687600969291,3.32624,2.9734126012779716,5.6265873987220285
gen=36_member=6188_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,26.545060399999997,26.54503702240775,105.15756622240775,1.34227,1.1483497086285037,7.451650291371496
gen=44_member=7508_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.030844,35.030748929325185,113.64327812932517,3.22133,2.8762757196186195,5.72372428038138
gen=48_member=8233_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.676369199999996,34.67641402474263,113.28894322474264,3.06245,2.7347268692426816,5.865273130757318
gen=27_member=4602_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,31.533998,31.534063129350688,110.1465923293507,2.12737,1.8679324773227381,6.732067522677261
gen=34_member=5714_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.2895148,35.289422752427136,113.90195195242715,3.37452,3.0349683116859247,5.565031688314075
gen=33_member=5592_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.9057776,32.90581117439859,111.5183403743986,2.46009,2.178691906546909,6.42130809345309
gen=46_member=7897_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.6601048,34.66001472979494,113.27254392979495,3.05438,2.728594286550678,5.871405713449322
gen=44_member=7516_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.109196,36.10912532430648,114.72165452430647,3.75377,3.381648716009066,5.218351283990934
gen=47_member=8023_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.075776,36.0756878960716,114.68821709607163,3.73629,3.365356026622923,5.234643973377077
gen=43_member=7367_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.8665668,35.86655852747779,114.47908772747779,3.64645,3.2757560960956797,5.3242439039043195
gen=41_member=6969_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.0139848,34.01408910075473,112.62661830075474,2.81773,2.499704500459944,6.100295499540056
gen=34_member=5825_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,21.687307439999998,21.6872977704652,100.29982697046519,1.03166,0.8707121116229095,7.72928788837709
gen=40_member=6799_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.952641199999995,34.952751930942966,113.56528113094296,3.18988,2.8476945276131644,5.752305472386835
gen=36_member=6120_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.9581376,35.95802982865704,114.57055902865704,3.68918,3.3208200689070084,5.279179931092991
gen=43_member=7295_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.5167708,35.51686845465705,114.12939765465704,3.46262,3.1050599525654334,5.494940047434566
gen=37_member=6202_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,29.765634399999996,29.765572548609313,108.37810174860931,1.7877,1.5579483677885357,7.042051632211464
gen=41_member=6991_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.3934888,36.393381324833584,115.00591052483358,3.91812,3.5343839584699692,5.06561604153003
gen=34_member=5786_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.6983528,35.69845644451818,114.31098564451818,3.5556,3.189545960781647,5.410454039218353
gen=46_member=7820_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.8603284,35.860377441964175,114.47290664196417,3.63264,3.2650529460416626,5.334947053958337
gen=49_member=8399_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.851862,35.85181623963164,114.46434543963164,3.62622,3.259023985917337,5.3409760140826625
gen=34_member=5808_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.496199600000004,36.496093279758526,115.10862247975852,3.95771,3.57641431485879,5.02358568514121
gen=43_member=7329_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.9811596,34.981147257172495,113.59367645717249,3.19666,2.8538656806655043,5.746134319334495
gen=42_member=7088_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.7903692,35.79047148072272,114.40300068072271,3.60323,3.2360860419318853,5.363913958068114
gen=45_member=7708_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.8571336,33.85718549462576,112.46971469462578,2.7429,2.435927330518614,6.164072669481385
gen=32_member=5495_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,25.922334399999997,25.92224315458362,104.53477235458361,1.29931,1.106829813295844,7.493170186704155
gen=41_member=6992_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.8253488,35.82539989519937,114.43792909519937,3.61253,3.2462216274652795,5.35377837253472
gen=44_member=7474_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.6065592,35.60659604089044,114.21912524089045,3.50006,3.1368543524705452,5.463145647529455
gen=38_member=6529_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.6110888,34.611036113818564,113.22356531381857,3.04111,2.716447914738079,5.88355208526192
gen=38_member=6418_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.4430976,34.443010318174956,113.05553951817497,2.97833,2.659560985963416,5.940439014036583
gen=42_member=7193_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.445622,33.44556490244684,112.05809410244683,2.62386,2.3272411566173474,6.272758843382652
gen=40_member=6846_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.0759968,33.07610629167887,111.68863549167887,2.5122,2.224826022828997,6.375173977171002
gen=42_member=7137_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,31.799798399999997,31.799870105395673,110.41239930539568,2.16651,1.9055625187345266,6.694437481265473
gen=41_member=6951_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,31.7882128,31.788273688982024,110.40080288898203,2.16614,1.907848760598502,6.692151239401498
gen=44_member=7514_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.407672399999996,34.40775328560086,113.02028248560086,2.96984,2.650238536090427,5.949761463909573
gen=26_member=4423_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.826238,32.826298754166096,111.43882795416609,2.44423,2.164110573743458,6.435889426256542
gen=30_member=5151_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.297461999999996,36.297392702126395,114.9099219021264,3.85519,3.478418745356314,5.121581254643686
gen=36_member=6144_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.510605999999996,34.510550189225945,113.12307938922596,3.00686,2.6856286426266336,5.914371357373366
gen=41_member=6946_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.683425199999995,35.683385394119824,114.29591459411984,3.5443,3.180088246956202,5.419911753043797
gen=43_member=7239_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.7208556,35.72083483075705,114.33336403075705,3.56889,3.202476742601647,5.397523257398353
gen=20_member=3413_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.9545708,32.95461211746549,111.5671413174655,2.47644,2.1934721045577077,6.4065278954422915
gen=35_member=5913_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,21.26195996,21.261970620979778,99.87449982097976,1.01633,0.8582208485998303,7.741779151400169
gen=47_member=7945_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.610420399999995,34.610460392456865,113.22298959245687,3.03486,2.710863649794186,5.889136350205813
gen=31_member=5214_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.4428012,35.44276706150495,114.05529626150495,3.42253,3.0628787205825962,5.537121279417404
gen=35_member=5893_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,16.002053,16.002041893722712,94.61457109372272,0.813288,0.6870064443215584,7.912993555678441
gen=42_member=7082_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.697386,33.697411190937146,112.30994039093714,2.69841,2.3958299618626215,6.204170038137378
gen=44_member=7534_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.346848,34.34682017838482,112.95934937838484,2.93385,2.617238819486376,5.982761180513624
gen=45_member=7645_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.619036,35.61911037390231,114.23163957390231,3.51669,3.153632799938791,5.446367200061209
gen=39_member=6590_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.736378,36.73640015568762,115.3489293556876,4.09121,3.7029897398256715,4.897010260174328
gen=38_member=6398_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.0974612,35.09741973001883,113.70994893001883,3.25449,2.9069331802579628,5.693066819742037
gen=45_member=7594_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.3103844,36.31039554746737,114.92292474746739,3.8606,3.483767940149682,5.116232059850318
gen=48_member=8227_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.9072636,33.90734269461019,112.51987189461022,2.7553,2.4470702350699454,6.152929764930054
gen=30_member=5150_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.47793,36.47794126781239,115.0904704678124,3.95517,3.5736073593373052,5.026392640662694
gen=49_member=8327_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,30.106963999999998,30.10695679161178,108.71948599161179,1.80674,1.5736950499907476,7.026304950009252
gen=43_member=7261_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.4863208,34.48623759426499,113.09876679426499,2.98936,2.6696478202567544,5.930352179743245
gen=36_member=6133_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.8721368,35.87203034437702,114.48455954437703,3.65379,3.2855027732725635,5.314497226727436
gen=41_member=6892_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,29.7658572,29.765857301341477,108.37838650134148,1.79322,1.5630045007838946,7.036995499216105
gen=47_member=8012_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.983982399999995,35.984022812402536,114.59655201240253,3.70111,3.330712033894078,5.269287966105922
gen=47_member=7966_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.7234536,33.72345101193558,112.3359802119356,2.70123,2.3987516978886574,6.201248302111342
gen=49_member=8363_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.4777808,35.477807888172215,114.09033708817222,3.43975,3.08254875070268,5.51745124929732
gen=44_member=7456_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.4550552,35.454985598383615,114.06751479838361,3.43116,3.070999863650228,5.529000136349772
gen=40_member=6804_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.5288756,34.528979791643806,113.14150899164382,3.01687,2.695471851972779,5.904528148027221
gen=38_member=6471_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.0604764,35.06049322067706,113.67302242067706,3.24426,2.897172336513398,5.702827663486602
gen=22_member=3634_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.487508399999996,33.48751472965719,112.1000439296572,2.63496,2.3380430882429755,6.261956911757024
gen=44_member=7539_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.0109412,36.01086498046887,114.62339418046886,3.71574,3.346030528993628,5.253969471006371
gen=49_member=8356_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.883720399999994,32.88362932713905,111.49615852713904,2.45508,2.1739849347142552,6.426015065285744
gen=46_member=7849_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.7256816,33.7256272553146,112.3381564553146,2.71464,2.4109948018038514,6.189005198196148
gen=42_member=7200_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.3322924,35.33222140569574,113.94475060569573,3.37515,3.0187608470756064,5.581239152924393
gen=38_member=6459_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.735932399999996,36.73590992805043,115.34843912805044,4.07908,3.691952957285796,4.908047042714204
gen=40_member=6838_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,27.5438728,27.54385585819388,106.15638505819388,1.42018,1.218771076710008,7.381228923289992
gen=35_member=5994_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,34.683276,34.68326987798987,113.29579907798986,3.07603,2.7463909053153133,5.853609094684686
gen=39_member=6670_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,32.435669600000004,32.43577512726643,111.04830432726642,2.33137,2.0600368198103274,6.539963180189672
gen=48_member=8120_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,36.049485600000004,36.049477181493145,114.66200638149316,3.72385,3.353810703224803,5.246189296775197
gen=47_member=7929_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,33.2756256,33.27569117913837,111.88822037913837,2.58067,2.2870774951746093,6.312922504825391
gen=32_member=5467_pso,50,Tzplus0p00_Szplus2p00,"T 1.00, S 1.20",1.0,1.2,1700.0,0.144,1700.0,0.12,35.4252,35.425295105606956,114.03782430560697,3.40923,3.050635087024403,5.549364912975596
