member,generation,scenario,parameter_name,parameter_label,parameter_symbol,parameter_factor,parameter_value,base_parameter_value,probability_weight,T_factor,T_value,S_factor,S_value,archive_pumping_objective_cfs,pumping_objective_reeval_cfs,full_model_total_pumping_cfs,archive_depletion_cfs,depletion_cfs,streamflow_cfs,baseline_parameter_depletion_cfs,baseline_parameter_streamflow_cfs,depletion_change_from_baseline_cfs,streamflow_change_from_baseline_cfs,absolute_depletion_error_cfs,absolute_streamflow_error_cfs,streamflow_shortfall_below_baseline_cfs
gen=36_member=6039_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.2367848,34.236759922666806,112.84928912266682,2.88658,3.0809073956830955,5.519092604316905,2.8865790925389523,5.713420907461048,0.19432830314414318,-0.19432830314414318,0.19432830314414318,0.19432830314414318,0.19432830314414318
gen=45_member=7630_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,20.27341864,20.273425248681576,98.88595444868156,0.964314,1.062577233854192,7.537422766145807,0.9643142048409978,7.635685795159002,0.09826302901319406,-0.09826302901319561,0.09826302901319406,0.09826302901319561,0.09826302901319561
gen=41_member=7002_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.456018,31.456010064777686,110.0685392647777,2.09323,2.2508472346513457,6.349152765348654,2.0932333142827297,6.50676668571727,0.157613920368616,-0.15761392036861643,0.157613920368616,0.15761392036861643,0.15761392036861643
gen=44_member=7416_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,22.539562,22.53949283051267,101.15202203051268,1.03735,1.1432092986863989,7.456790701313601,1.0373456001592622,7.562654399840738,0.10586369852713662,-0.10586369852713684,0.10586369852713662,0.10586369852713684,0.10586369852713684
gen=48_member=8130_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.2965668,30.29664546331896,108.90917466331896,1.8663,2.01282867062127,6.58717132937873,1.8663016796690663,6.733698320330934,0.14652699095220356,-0.14652699095220356,0.14652699095220356,0.14652699095220356,0.14652699095220356
gen=42_member=7150_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,23.0183592,23.018345966531463,101.63087516653144,1.08725,1.1916571165239704,7.408342883476029,1.087248915729321,7.512751084270679,0.10440820079464941,-0.10440820079464963,0.10440820079464941,0.10440820079464963,0.10440820079464963
gen=46_member=7861_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.5779672,36.57795625745423,115.19048545745424,4.0076,4.242119120833404,4.357880879166596,4.007601081757205,4.592398918242795,0.2345180390761996,-0.23451803907619873,0.2345180390761996,0.23451803907619873,0.23451803907619873
gen=47_member=8013_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,24.1898416,24.18988587830649,102.80241507830648,1.14776,1.2591681457732031,7.3408318542267965,1.147762321088277,7.452237678911723,0.1114058246849261,-0.1114058246849261,0.1114058246849261,0.1114058246849261,0.1114058246849261
gen=34_member=5833_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,37.0554276,37.05546674905064,115.66799594905063,4.29346,4.536045018038564,4.063954981961436,4.293456493397734,4.3065435066022655,0.24258852464082992,-0.24258852464082992,0.24258852464082992,0.24258852464082992,0.24258852464082992
gen=29_member=4835_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.1628132,31.16289112554577,109.77542032554577,2.02499,2.1802889207081,6.4197110792919,2.024985639976596,6.575014360023404,0.1553032807315038,-0.15530328073150468,0.1553032807315038,0.15530328073150468,0.15530328073150468
gen=43_member=7309_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,28.36244,28.362383210764136,106.97491241076412,1.53641,1.6663881703617545,6.933611829638245,1.5364104025504484,7.063589597449552,0.1299777678113061,-0.1299777678113072,0.1299777678113061,0.1299777678113072,0.1299777678113072
gen=42_member=7162_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.2657488,34.265693983561704,112.87822318356172,2.92099,3.1160744360260555,5.483925563973944,2.9209899539452198,5.67901004605478,0.19508448208083573,-0.19508448208083617,0.19508448208083573,0.19508448208083617,0.19508448208083617
gen=43_member=7394_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.6994628,29.69937939750987,108.31190859750988,1.74092,1.881746726108396,6.718253273891603,1.7409232462479096,6.85907675375209,0.14082347986048638,-0.1408234798604866,0.14082347986048638,0.1408234798604866,0.1408234798604866
gen=47_member=7994_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.7078536,27.707961235794844,106.32049043579484,1.42551,1.5496830240856254,7.050316975914374,1.4255099966871652,7.174490003312835,0.12417302739846026,-0.12417302739846114,0.12417302739846026,0.12417302739846114,0.12417302739846114
gen=48_member=8212_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,25.5088176,25.50891213870453,104.12144133870451,1.2664,1.3835376277781029,7.216462372221897,1.266398238769936,7.333601761230064,0.1171393890081669,-0.1171393890081669,0.1171393890081669,0.1171393890081669,0.1171393890081669
gen=34_member=5718_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,19.21797048,19.217975104740983,97.83050430474096,0.92753,1.0158368188984293,7.58416318110157,0.9275296888087196,7.672470311191279,0.0883071300897097,-0.08830713008970825,0.0883071300897097,0.08830713008970825,0.08830713008970825
gen=40_member=6749_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.0337384,32.03382245921868,110.64635165921868,2.22633,2.3904339027973056,6.209566097202695,2.226329000439628,6.373670999560371,0.1641049023576775,-0.16410490235767572,0.1641049023576775,0.16410490235767572,0.16410490235767572
gen=45_member=7712_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.9644476,31.96441941761888,110.57694861761888,2.20694,2.3699969760385904,6.230003023961409,2.206943643436204,6.393056356563795,0.1630533326023862,-0.1630533326023862,0.1630533326023862,0.1630533326023862,0.1630533326023862
gen=49_member=8286_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.8857992,31.88574680923485,110.49827600923484,2.18552,2.3478734020200345,6.252126597979965,2.1855188028063663,6.414481197193633,0.16235459921366813,-0.16235459921366857,0.16235459921366813,0.16235459921366857,0.16235459921366857
gen=47_member=7987_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.3378604,32.3379503115816,110.95047951158162,2.30822,2.475391777896901,6.124608222103099,2.308223392273641,6.291776607726359,0.16716838562325975,-0.16716838562325975,0.16716838562325975,0.16716838562325975,0.16716838562325975
gen=42_member=7104_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,37.1305112,37.1305477391165,115.7430769391165,4.35228,4.597031579142833,4.002968420857167,4.352276475860758,4.247723524139242,0.24475510328207495,-0.24475510328207495,0.24475510328207495,0.24475510328207495,0.24475510328207495
gen=44_member=7536_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,23.4668556,23.46684587614881,102.0793750761488,1.11985,1.2271825914835064,7.372817408516493,1.119851808944549,7.48014819105545,0.10733078253895734,-0.10733078253895734,0.10733078253895734,0.10733078253895734,0.10733078253895734
gen=38_member=6480_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.4072248,31.40713306593588,110.01966226593586,2.07448,2.233508918327905,6.366491081672095,2.0744810502582167,6.525518949741783,0.15902786806968816,-0.15902786806968816,0.15902786806968816,0.15902786806968816,0.15902786806968816
gen=43_member=7269_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.833296,36.83339971387087,115.44592891387086,4.14372,4.382463931409228,4.217536068590771,4.14371619026555,4.456283809734449,0.23874774114367803,-0.23874774114367803,0.23874774114367803,0.23874774114367803,0.23874774114367803
gen=35_member=5948_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,37.07392,37.07384621264411,115.68637541264413,4.33924,4.583564803521777,4.016435196478223,4.339241874247068,4.260758125752932,0.2443229292747091,-0.2443229292747091,0.2443229292747091,0.2443229292747091,0.2443229292747091
gen=29_member=4871_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,17.843495,17.843497187733753,96.45602638773376,0.881544,0.9677033221298372,7.632296677870163,0.8815436349096046,7.718456365090395,0.0861596872202326,-0.08615968722023215,0.0861596872202326,0.08615968722023215,0.08615968722023215
gen=36_member=6031_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.3383796,31.338390787551678,109.95091998755169,2.05415,2.211501476789765,6.3884985232102345,2.054152766640796,6.545847233359204,0.15734871014896923,-0.15734871014896967,0.15734871014896923,0.15734871014896967,0.15734871014896967
gen=39_member=6689_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.4165068,29.416418185838467,108.02894738583844,1.67871,1.8161107439190056,6.783889256080994,1.6787094998114656,6.921290500188534,0.13740124410754007,-0.13740124410754007,0.13740124410754007,0.13740124410754007,0.13740124410754007
gen=46_member=7811_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,30.8479968,30.84800808580873,109.46053728580873,1.95962,2.111695555185379,6.48830444481462,1.9596188640199477,6.640381135980052,0.15207669116543143,-0.15207669116543165,0.15207669116543143,0.15207669116543165,0.15207669116543165
gen=36_member=6150_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.5103056,29.51027094900253,108.12280014900254,1.71536,1.8547487481180625,6.745251251881937,1.715362470532215,6.884637529467785,0.13938627758584743,-0.13938627758584765,0.13938627758584743,0.13938627758584765,0.13938627758584765
gen=28_member=4698_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,19.62453592,19.62453473077234,98.23706393077234,0.948853,1.0442350669883056,7.5557649330116945,0.9488534751048376,7.651146524895162,0.09538159188346795,-0.09538159188346729,0.09538159188346795,0.09538159188346729,0.09538159188346729
gen=45_member=7580_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,29.4198488,29.41977376399195,108.03230296399194,1.6928,1.8306964432339643,6.769303556766035,1.692796757945654,6.907203242054345,0.13789968528831031,-0.13789968528831054,0.13789968528831031,0.13789968528831054,0.13789968528831054
gen=37_member=6318_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.3585092,36.35850397821222,114.9710331782122,3.89263,4.121620466327055,4.478379533672944,3.8926304214774334,4.707369578522565,0.22899004484962182,-0.2289900448496205,0.22899004484962182,0.2289900448496205,0.2289900448496205
gen=39_member=6634_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,37.24659,37.24656995207669,115.8590991520767,4.3792,4.624761522845632,3.975238477154368,4.379201393789328,4.220798606210672,0.24556012905630364,-0.2455601290563041,0.24556012905630364,0.2455601290563041,0.2455601290563041
gen=46_member=7788_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.533256,32.533172613400616,111.1457018134006,2.35444,2.524581917221724,6.075418082778276,2.354441589637516,6.245558410362484,0.17014032758420772,-0.1701403275842086,0.17014032758420772,0.1701403275842086,0.1701403275842086
gen=46_member=7881_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,27.1929628,27.192862415219388,105.80539161521938,1.37653,1.501089690337149,7.098910309662851,1.376534935137965,7.223465064862035,0.12455475519918391,-0.12455475519918391,0.12455475519918391,0.12455475519918391,0.12455475519918391
gen=27_member=4566_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.2026964,34.20265674649548,112.8151859464955,2.87573,3.0716601921647677,5.528339807835232,2.87572560211735,5.72427439788265,0.19593459004741787,-0.19593459004741742,0.19593459004741787,0.19593459004741742,0.19593459004741742
gen=39_member=6698_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.52026,33.52015097310551,112.13268017310553,2.6497,2.8332161782516763,5.766783821748323,2.6497013934446474,5.950298606555352,0.18351478480702887,-0.18351478480702887,0.18351478480702887,0.18351478480702887,0.18351478480702887
gen=41_member=6986_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.7676436,35.767651554973604,114.3801807549736,3.58673,3.809485809688409,4.79051419031159,3.586730385344672,5.013269614655328,0.2227554243437373,-0.2227554243437373,0.2227554243437373,0.2227554243437373,0.2227554243437373
gen=41_member=6973_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.1593996,35.15947657236159,113.77200577236158,3.28388,3.49688724415374,5.10311275584626,3.283884959892168,5.316115040107832,0.21300228426157197,-0.21300228426157197,0.21300228426157197,0.21300228426157197,0.21300228426157197
gen=27_member=4568_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.5586552,32.558684654753776,111.17121385475376,2.37042,2.54013991302533,6.05986008697467,2.370423148131909,6.2295768518680905,0.1697167648934208,-0.1697167648934208,0.1697167648934208,0.1697167648934208,0.1697167648934208
gen=37_member=6357_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,32.625718,32.62572860768373,111.23825780768374,2.3887,2.560623786125545,6.039376213874455,2.388702197214058,6.211297802785942,0.17192158891148734,-0.1719215889114869,0.17192158891148734,0.1719215889114869,0.1719215889114869
gen=47_member=8006_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.7613316,36.761407828424296,115.37393702842432,4.09604,4.331085533981547,4.268914466018453,4.096041808260816,4.503958191739184,0.23504372572073073,-0.23504372572073162,0.23504372572073073,0.23504372572073162,0.23504372572073162
gen=41_member=6898_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,31.489438,31.489447863162184,110.10197706316218,2.11934,2.2794137601381235,6.320586239861877,2.119335855423188,6.480664144576812,0.16007790471493566,-0.16007790471493522,0.16007790471493566,0.16007790471493522,0.16007790471493522
gen=39_member=6668_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.933108399999995,33.933030846740984,112.545560046741,2.77099,2.96023090127683,5.6397690987231694,2.7709912319006165,5.829008768099383,0.18923966937621373,-0.18923966937621373,0.18923966937621373,0.18923966937621373,0.18923966937621373
gen=48_member=8200_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.8907028,34.89080581472363,113.50333501472365,3.16725,3.375294270538887,5.224705729461112,3.1672458805732453,5.432754119426754,0.2080483899656418,-0.2080483899656418,0.2080483899656418,0.2080483899656418,0.2080483899656418
gen=32_member=5452_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,34.8474796,34.84753054005696,113.46005974005696,3.14182,3.3479535570398617,5.252046442960138,3.141817552171591,5.458182447828408,0.20613600486827055,-0.2061360048682701,0.20613600486827055,0.2061360048682701,0.2061360048682701
gen=44_member=7522_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,33.1631116,33.16311565476033,111.77564485476032,2.53937,2.717330788001375,5.882669211998625,2.539368247581174,6.060631752418826,0.177962540420201,-0.177962540420201,0.177962540420201,0.177962540420201,0.177962540420201
gen=45_member=7699_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,25.6714616,25.671464649350018,104.28399384935004,1.28466,1.4001318367548217,7.199868163245178,1.2846600959013812,7.315339904098618,0.11547174085344047,-0.11547174085344025,0.11547174085344047,0.11547174085344025,0.11547174085344025
gen=38_member=6478_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,35.2785976,35.27857906393331,113.8911082639333,3.35376,3.5693676589441483,5.030632341055851,3.3537617018742854,5.246238298125714,0.21560595706986296,-0.2156059570698634,0.21560595706986296,0.2156059570698634,0.2156059570698634
gen=48_member=8105_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.5527908,36.55273076856624,115.16525996856625,3.9902,4.222624898448117,4.377375101551882,3.9901981205782486,4.609801879421751,0.23242677786986876,-0.23242677786986832,0.23242677786986876,0.23242677786986832,0.23242677786986832
gen=47_member=7995_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.4975364,36.49744644974915,115.10997564974916,3.97511,4.209723360354203,4.390276639645797,3.975106482748441,4.624893517251559,0.23461687760576178,-0.23461687760576222,0.23461687760576178,0.23461687760576222,0.23461687760576222
gen=38_member=6507_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,36.2430988,36.243072285057984,114.855601485058,3.82686,4.054244726624408,4.545755273375592,3.826857056498032,4.773142943501968,0.2273876701263764,-0.22738767012637595,0.2273876701263764,0.22738767012637595,0.22738767012637595
gen=47_member=8017_pso,50,storage_minus_10pct,storage,Storage,S,0.9,0.108,0.12,,,,0.9,0.108,26.3334004,26.33332130996634,104.94585050996632,1.31111,1.4304861793235444,7.169513820676455,1.3111126222085394,7.28888737779146,0.11937355711500497,-0.11937355711500519,0.11937355711500497,0.11937355711500519,0.11937355711500519
